date,open,high,low,close
2019-02-12-22:00,7005.8,7062,7004.1,7009.2
2019-02-13-22:00,7005.3,7048.7,6963.5,7008.3
2019-02-14-22:00,7008.2,7086.4,6967.4,7056.7
2019-02-17-23:00,7066,7075.6,7048.6,7073.6
2019-02-18-22:00,7067.9,7088,7028.9,7061.8
2019-02-19-22:00,7055.4,7095.5,7022.7,7062.2
2019-02-20-22:00,7061.1,7104.5,6995.9,7028.1
2019-02-21-22:00,7017.3,7092.7,7010.5,7092.1
2019-02-24-23:00,7107.8,7161.9,7094.5,7114.4
2019-02-25-22:00,7113.5,7145.2,7067.1,7104.5
2019-02-26-22:00,7099.8,7126.1,7042.5,7117.4
2019-02-27-22:00,7109.4,7123,7065.1,7102.1
2019-02-28-22:00,7098.9,7156.9,7090.8,7151
2019-03-03-23:00,7174.1,7205,7068.6,7136.5
2019-03-04-22:00,7132.2,7175.8,7118.3,7153.8
2019-03-05-22:00,7148.5,7164.9,7101,7104.9
2019-03-06-22:00,7100.3,7117.2,6997.2,7019.1
2019-03-07-22:00,7019.5,7027.7,6934,7024.6
2019-03-10-22:00,7016.8,7173.2,6995.1,7169.6
2019-03-11-21:00,7166.1,7219.3,7157.5,7208.4
2019-03-12-21:00,7207.2,7293.9,7180.8,7270.4
2019-03-13-21:00,7269.3,7287.4,7234.1,7238.9
2019-03-14-21:00,7239.3,7329.4,7238.7,7314.3
2019-03-17-22:00,7308.1,7349.2,7291.6,7334.1
2019-03-18-21:00,7333.5,7391.3,7321,7348.5
2019-03-19-21:00,7348.5,7426.9,7319,7368.5
2019-03-20-21:00,7373.6,7509.8,7337.5,7499.4
2019-03-21-21:00,7496.8,7513.9,7322.4,7327.9
2019-03-24-22:00,7351.6,7351.6,7261.4,7333.3
2019-03-25-21:00,7329.4,7418.9,7312.5,7355.1
2019-03-26-21:00,7350.4,7376.5,7248.3,7294.9
2019-03-27-21:00,7296.4,7344.9,7262.2,7327.2
2019-03-28-21:00,7326.1,7387.1,7322.9,7383.8
2019-03-31-22:00,7411.4,7480.3,7411.4,7471.7
2019-04-01-21:00,7468,7506.1,7457.5,7489.5
2019-04-02-21:00,7491.1,7590.1,7487.3,7555.3
2019-04-03-21:00,7555.5,7571,7495.3,7536
2019-04-04-21:00,7532.3,7584.8,7529.4,7582.3
2019-04-07-22:00,7579.5,7604.2,7536.3,7598.5
2019-04-08-21:00,7601.6,7606.7,7554.4,7561.2
2019-04-09-21:00,7565.6,7620.1,7549.6,7617.2
2019-04-10-21:00,7618.6,7635.1,7578,7592.5
2019-04-11-21:00,7590.6,7641.9,7585.1,7627.1
2019-04-14-22:00,7633.4,7637.8,7577.6,7626.1
2019-04-15-21:00,7630,7672.2,7625.2,7655.6
2019-04-16-21:00,7653.1,7712.3,7645.4,7665.3
2019-04-17-21:00,7666.7,7702.6,7640.1,7693.6
2019-04-21-22:00,7692,7728,7650.1,7718.8
2019-04-22-21:00,7716,7824.1,7705.4,7811.5
2019-04-23-21:00,7811.2,7832.4,7783.7,7818.8
2019-04-24-21:00,7835.5,7861,7773.7,7777.2
2019-04-25-21:00,7778.8,7827.6,7738.1,7818.3
2019-04-28-22:00,7823.8,7852.2,7789,7789.5
2019-04-29-21:00,7787.8,7843.1,7725.3,7837.1
2019-04-30-21:00,7832.6,7852.8,7722.8,7723.6
2019-05-01-21:00,7728.1,7790,7667.5,7723
2019-05-02-21:00,7720.2,7856.5,7720.1,7855.6
2019-05-05-22:00,7735.6,7804.6,7651.7,7723.7
2019-05-06-21:00,7734.8,7791.4,7568.5,7654.5
2019-05-07-21:00,7654,7685,7587.5,7626.6
2019-05-08-21:00,7620.6,7629.5,7468.4,7578.2
2019-05-09-21:00,7565.9,7636.9,7420.9,7593.3
2019-05-12-22:00,7532.8,7536.3,7291.5,7298.7
2019-05-13-21:00,7291,7448.5,7276.2,7409.8
2019-05-14-21:00,7409.3,7524.7,7340,7510
2019-05-15-21:00,7506,7627,7459.2,7585.3
2019-05-16-21:00,7582.8,7606.1,7489.3,7494
2019-05-19-22:00,7509.4,7543.7,7348.9,7390.6
2019-05-20-21:00,7395.7,7472.2,7387.7,7447.9
2019-05-21-21:00,7445.4,7459.9,7378.5,7414.4
2019-05-22-21:00,7418,7422.6,7257.1,7305.4
2019-05-23-21:00,7306.3,7368.8,7289.8,7302.6
2019-05-26-22:00,7305.9,7329,7282,7306.6
2019-05-27-21:00,7306.8,7363,7272.2,7284.2
2019-05-28-21:00,7278.4,7287.7,7174.6,7207.1
2019-05-29-21:00,7209.1,7263.4,7200.9,7247
2019-05-30-21:00,7245.6,7249.2,7122.3,7130.4
2019-06-02-22:00,7090.9,7127.4,6936.1,7003.4
2019-06-03-21:00,7005.6,7182.1,6977.2,7182
2019-06-04-21:00,7197.9,7240.4,7145.4,7225.7
2019-06-05-21:00,7198.7,7293.4,7175.6,7257.2
2019-06-06-21:00,7255.5,7447.1,7252.7,7421.9
2019-06-09-22:00,7475.1,7574.5,7427.6,7514.9
2019-06-10-21:00,7510.3,7597.2,7489.3,7514.7
2019-06-11-21:00,7512.1,7527.8,7458,7473
2019-06-12-21:00,7470.7,7531.9,7417.3,7506.5
2019-06-13-21:00,7492.7,7517.6,7448.4,7480.5
2019-06-16-22:00,7482.9,7549.5,7481.6,7538.7
2019-06-17-21:00,7540.1,7694.4,7514.1,7644.8
2019-06-18-21:00,7641,7684.7,7602.9,7669.9
2019-06-19-21:00,7665.4,7793.8,7665.2,7737.3
2019-06-20-21:00,7733.9,7775.4,7698.3,7718.6
2019-06-23-22:00,7721.1,7767.9,7720.8,7730.1
2019-06-24-21:00,7731.2,7753.8,7583.7,7609.5
2019-06-25-21:00,7609.4,7694.1,7591.6,7618.4
2019-06-26-21:00,7621.8,7691,7618.6,7661.6
2019-06-27-21:00,7670.9,7701.3,7640.3,7698.2
2019-06-30-22:00,7785.6,7826.5,7735.8,7768.1
2019-07-01-21:00,7766.5,7818.5,7739.1,7815.6
2019-07-02-21:00,7814.3,7867.4,7799.3,7862.9
2019-07-03-21:00,7868.9,7881.4,7855.4,7876.3
2019-07-04-21:00,7876.9,7883.6,7772.5,7828.1
2019-07-07-22:00,7831.1,7838.8,7753.8,7775.8
2019-07-08-21:00,7772.7,7835.1,7719.6,7821.6
2019-07-09-21:00,7820.6,7926.3,7788.3,7901.7
2019-07-10-21:00,7904.3,7940.9,7872.5,7896.1
2019-07-11-21:00,7896.4,7947,7891.2,7937.3
2019-07-14-22:00,7942.8,7972.9,7922,7964.9
2019-07-15-21:00,7963.2,7982.9,7905.6,7919.4
2019-07-16-21:00,7923.1,7948.6,7850.4,7852
2019-07-17-21:00,7857.3,7937.5,7816,7929.8
2019-07-18-21:00,7941.3,7964.4,7798.8,7803.2
2019-07-21-22:00,7818.5,7921.9,7812.2,7912.3
2019-07-22-21:00,7916.7,7971.5,7893.9,7926.9
2019-07-23-21:00,7934.8,8037.6,7911.7,7988
2019-07-24-21:00,7993.7,8020.8,7903.8,7968.9
2019-07-25-21:00,7979.9,8028,7975,8002.7
2019-07-28-22:00,8011.3,8020.2,7940.4,7993.6
2019-07-29-21:00,7992.8,8008.6,7916.8,7977.5
2019-07-30-21:00,7980.1,7990.4,7771.4,7828.5
2019-07-31-21:00,7817.3,8004.2,7766.8,7780.9
2019-08-01-21:00,7784.8,7796.6,7640.8,7698.8
2019-08-04-22:00,7676.3,7698.2,7352.4,7360.4
2019-08-05-21:00,7333.1,7541.5,7217.2,7510.1
2019-08-06-21:00,7510.7,7570,7380.2,7543.2
2019-08-07-21:00,7534.1,7730.8,7519,7721.3
2019-08-08-21:00,7689.9,7713.8,7587.1,7659.2
2019-08-11-22:00,7658.1,7701.4,7526.9,7563.2
2019-08-12-21:00,7565.3,7781.7,7506.6,7743.6
2019-08-13-21:00,7736.2,7756,7465.9,7466.4
2019-08-14-21:00,7466.5,7561.7,7378.1,7498.8
2019-08-15-21:00,7502.1,7622.5,7492.7,7601.3
2019-08-18-22:00,7633.5,7740.9,7627.4,7710.9
2019-08-19-21:00,7708.7,7742.4,7646.1,7649.1
2019-08-20-21:00,7647.9,7756.5,7647.3,7749
2019-08-21-21:00,7746.9,7773.1,7645.2,7697.6
2019-08-22-21:00,7707.7,7753.8,7439.5,7481.6
2019-08-25-22:00,7392.4,7618.9,7346.2,7581.4
2019-08-26-21:00,7586.4,7641.7,7530.5,7559
2019-08-27-21:00,7560,7599.6,7498,7574.3
2019-08-28-21:00,7575.4,7723.7,7542.2,7699.7
2019-08-29-21:00,7696,7764.2,7640,7669.7
2019-09-01-22:00,7591.5,7690.3,7576.7,7607.3
2019-09-02-21:00,7612.4,7672,7583,7612.6
2019-09-03-21:00,7608.9,7726,7604.5,7719
2019-09-04-21:00,7720.3,7881.7,7712.8,7845.4
2019-09-05-21:00,7853.7,7890.4,7834.1,7860.3
2019-09-08-22:00,7864.8,7883.8,7795.5,7830
2019-09-09-21:00,7833.5,7855,7741.8,7816.4
2019-09-10-21:00,7813.6,7901.6,7784,7889.6
2019-09-11-21:00,7888.4,7978.4,7883.4,7907.9
2019-09-12-21:00,7919.6,7954.7,7878.4,7884.1
2019-09-15-22:00,7834,7871.6,7774.6,7864.3
2019-09-16-21:00,7868.9,7898.1,7827.5,7893.5
2019-09-17-21:00,7888.5,7907,7790.9,7899.9
2019-09-18-21:00,7899.7,7951.8,7830.4,7895.9
2019-09-19-21:00,7894.2,7929.7,7789,7809.5
2019-09-22-22:00,7850,7876.9,7787.4,7847.6
2019-09-23-21:00,7848.9,7882.7,7681.9,7717.7
2019-09-24-21:00,7719.1,7824.7,7644.4,7803.5
2019-09-25-21:00,7805.6,7823.6,7715.8,7766.9
2019-09-26-21:00,7769.8,7802.9,7622,7697.9
2019-09-29-22:00,7732.7,7771.4,7688.5,7767.4
2019-09-30-21:00,7770.6,7824.5,7673.9,7692.7
2019-10-01-21:00,7689.5,7713.4,7508.8,7538.1
2019-10-02-21:00,7538.2,7643.4,7457.3,7641.6
2019-10-03-21:00,7636.1,7756.5,7606.6,7750
2019-10-06-22:00,7706.6,7783.7,7701.5,7722.8
2019-10-07-21:00,7722.7,7769.6,7598.8,7608.2
2019-10-08-21:00,7613.4,7717.6,7591.4,7690
2019-10-09-21:00,7696,7784.5,7569.8,7773.7
2019-10-10-21:00,7767.8,7904.9,7753.7,7844.8
2019-10-13-22:00,7855.5,7882.1,7795,7847.5
2019-10-14-21:00,7849.6,7959.9,7849.6,7947.3
2019-10-15-21:00,7945.1,7948.6,7896,7939.4
2019-10-16-21:00,7940.9,7983.3,7911.2,7942.2
2019-10-17-21:00,7940.7,7947.2,7825.1,7872.6
2019-10-20-22:00,7864.3,7941.3,7858.8,7938.3
2019-10-21-21:00,7938.5,7979.1,7827.7,7832
2019-10-22-21:00,7837.3,7908.9,7801.5,7908.1
2019-10-23-21:00,7920.9,7975.1,7904.4,7915.7
2019-10-24-21:00,7920,8033,7910,8028.4
2019-10-27-22:00,8043.7,8119.8,8043,8103.9
2019-10-28-21:00,8103,8112.1,8044.2,8049.5
2019-10-29-21:00,8054.5,8134,8012.6,8111.1
2019-10-30-21:00,8118.6,8131.7,8039.4,8084.7
2019-10-31-21:00,8085.1,8161.2,8078.1,8156.6
2019-11-03-23:00,8166.1,8227.8,8165.6,8213.6
2019-11-04-22:00,8211.6,8242.4,8187.5,8204.2
2019-11-05-22:00,8205.7,8221.8,8154.8,8205.6
2019-11-06-22:00,8202.1,8271.4,8180.3,8222.8
2019-11-07-22:00,8223.7,8256.4,8182.1,8251.9
2019-11-10-23:00,8252.5,8253,8199.5,8247.4
2019-11-11-22:00,8247,8295.4,8222.7,8266.4
2019-11-12-22:00,8265,8277.7,8216.3,8263.5
2019-11-13-22:00,8257.1,8276.9,8211.6,8264.4
2019-11-14-22:00,8259,8318.5,8256.5,8318.5
2019-11-17-23:00,8309.2,8363.5,8273.8,8330.5
2019-11-18-22:00,8328.5,8376,8309.6,8331.5
2019-11-19-22:00,8322.7,8341.7,8224.5,8282.4
2019-11-20-22:00,8252,8301.5,8234,8272.2
2019-11-21-22:00,8272.9,8307.7,8228,8277.2
2019-11-24-23:00,8296.2,8374.8,8292.7,8370.8
2019-11-25-22:00,8368.2,8417,8362.5,8398.8
2019-11-26-22:00,8395,8454.9,8393.6,8452.8
2019-11-27-22:00,8452.4,8452.5,8410.9,8441.4
2019-11-28-22:00,8442.5,8447.8,8403.5,8418.5
2019-12-01-23:00,8424.9,8455.2,8274.9,8308.2
2019-12-02-22:00,8313.2,8336,8166.9,8254.1
2019-12-03-22:00,8255.6,8317.7,8219,8295.4
2019-12-04-22:00,8292.6,8336.7,8270,8307.9
2019-12-05-22:00,8306.5,8406.5,8305,8401
2019-12-08-23:00,8405.4,8425.5,8345.4,8349.4
2019-12-09-22:00,8352.9,8396.9,8295.7,8366.5
2019-12-10-22:00,8364.4,8410.4,8344,8407.5
2019-12-11-22:00,8406,8496.5,8380.6,8471.9
2019-12-12-22:00,8492.5,8523.5,8433.8,8495
2019-12-15-23:00,8509,8594.5,8506.5,8584.5
2019-12-16-22:00,8580.7,8603.7,8570,8579.6
2019-12-17-22:00,8578.3,8620,8573.1,8603.5
2019-12-18-22:00,8604.3,8661.2,8587.4,8659.4
2019-12-19-22:00,8655.5,8702.7,8643.6,8688.2
2019-12-22-23:00,8692.5,8722.6,8691.9,8708
2019-12-23-22:00,8708.1,8715.2,8686.6,8709
2019-12-26-22:00,8800.2,8824,8750,8760.2
2019-12-29-23:00,8764.5,8791.3,8672.9,8713.8
2019-12-30-22:00,8712,8754.2,8674.6,8754.1
2020-01-01-22:00,8760.5,8883.6,8754.1,8883.4
2020-01-02-22:00,8883.9,8889.5,8717.8,8793.8
2020-01-05-23:00,8745.2,8857.8,8708.2,8837.7
2020-01-06-22:00,8837.7,8879.5,8810.9,8830.4
2020-01-07-22:00,8830,8957.7,8663.7,8932
2020-01-08-22:00,8936.8,9008.1,8918.5,8994.7
2020-01-09-22:00,8998.3,9041.4,8952.7,8963.8
2020-01-12-23:00,8980.5,9082.8,8972.4,9077.2
2020-01-13-22:00,9077.5,9102.9,9023.4,9051.7
2020-01-14-22:00,9049,9084.7,9012.1,9050.8
2020-01-15-22:00,9054.9,9129.7,9053.1,9126.8
2020-01-16-22:00,9127,9179.1,9120,9161.5
2020-01-19-23:00,9161.9,9178.2,9151.5,9167.2
2020-01-20-22:00,9167.9,9191.2,9106.6,9166.3
2020-01-21-22:00,9170.1,9245.8,9166.3,9180.2
2020-01-22-22:00,9183,9245.7,9140.8,9243.4
2020-01-23-22:00,9245.2,9280,9102.5,9129.5
2020-01-26-23:00,9056.9,9058.3,8919.6,8954.5
2020-01-27-22:00,8954.6,9130.9,8953,9119.5
2020-01-28-22:00,9119.5,9153.9,9067.5,9100.4
2020-01-29-22:00,9116.6,9234.7,8998.3,9232.1
2020-01-30-22:00,9212.2,9243.2,8960.7,9007.4
2020-02-02-23:00,9009.3,9152,8994.5,9101.6
2020-02-03-22:00,9084.5,9365.5,9069.6,9356.8
2020-02-04-22:00,9346,9458.6,9314,9384.2
2020-02-05-22:00,9386.9,9457.5,9356.7,9457.1
2020-02-06-22:00,9452.7,9461.4,9377.7,9392.9
2020-02-09-23:00,9388.9,9525.1,9324.4,9520.2
2020-02-10-22:00,9519.1,9603.4,9495.7,9526.5
2020-02-11-22:00,9532.4,9623,9519,9618.5
2020-02-12-22:00,9613,9638.6,9505.3,9619.2
2020-02-13-22:00,9615,9653.7,9583.2,9624.6
2020-02-16-23:00,9645.7,9683,9645,9661.9
2020-02-17-22:00,9589.5,9650.1,9529.7,9636
2020-02-18-22:00,9639.8,9741.4,9637.4,9726.4
2020-02-19-22:00,9734.9,9755.8,9508.7,9611.1
2020-02-20-22:00,9606.2,9617.1,9405,9448.8
2020-02-23-23:00,9336.8,9352.9,9037.7,9091.9
2020-02-24-22:00,9086.1,9219.7,8806,8869.5
2020-02-25-22:00,8861.4,9033.6,8705.4,8817.5
2020-02-26-22:00,8811.4,8874,8329.1,8345.5
2020-02-27-22:00,8363.5,8569.6,8124.9,8541.4
2020-03-01-23:00,8364,8879.9,8312.9,8816.8
2020-03-02-22:00,8844.4,9000,8510.3,8558.4
2020-03-03-22:00,8567.7,8949.1,8507.7,8888.7
2020-03-04-22:00,8895.8,8899,8610.5,8672.4
2020-03-05-22:00,8674.5,8726.1,8310.5,8501.8
2020-03-08-22:00,8275.5,8277.5,7881.1,7916.2
2020-03-09-21:00,7868.1,8380.8,7816.2,8358.4
2020-03-10-21:00,8320.8,8323.2,7894.5,8006.6
2020-03-11-21:00,7993.9,8108.1,7129.5,7160.4
2020-03-12-21:00,7168.1,7975.7,6941,7824.6
2020-03-15-22:00,7703.9,7781.3,6921.1,7042.6
2020-03-16-21:00,7071.2,7552.2,6946.9,7361.5
2020-03-17-21:00,7357.3,7395,6823.2,7254.4
2020-03-18-21:00,7221.6,7512.1,6886.3,7195.8
2020-03-19-21:00,7178.9,7640,6899.6,6926.8
2020-03-22-22:00,6688.9,7326,6635,6987.8
2020-03-23-21:00,7072.5,7582,7037.7,7565.7
2020-03-24-21:00,7538.6,7769.8,7379.9,7485.8
2020-03-25-21:00,7483.6,7901.1,7317.9,7872.1
2020-03-26-21:00,7877.6,7898.9,7559.2,7564.5
2020-03-29-22:00,7419.9,7891.7,7418.3,7861.2
2020-03-30-21:00,7851.2,8001.3,7753.7,7785
2020-03-31-21:00,7761.5,7772.2,7410.6,7470
2020-04-01-21:00,7482.5,7660.9,7379.7,7626.5
2020-04-02-21:00,7619.1,7665.4,7427.6,7526.5
2020-04-05-22:00,7607.4,8101.7,7598.3,8038.8
2020-04-06-21:00,8022.1,8306.1,7950.6,8001.6
2020-04-07-21:00,8019,8245.4,7955.9,8204.8
2020-04-08-21:00,8177.5,8329.1,8104.6,8242.6
2020-04-12-22:00,8276.5,8341,8076.9,8340.8
2020-04-13-21:00,8346.5,8710.4,8321.4,8706.4
2020-04-14-21:00,8696.9,8701.5,8489.6,8579
2020-04-15-21:00,8587.8,8846.6,8504.4,8842.4
2020-04-16-21:00,8916.1,8971.1,8693.7,8812.7
2020-04-19-22:00,8782.4,8851.5,8692.4,8718.1
2020-04-20-21:00,8715.7,8768.5,8347.8,8440.5
2020-04-21-21:00,8473.8,8705.6,8406.4,8639.4
2020-04-22-21:00,8637.9,8793.6,8588.1,8608.2
2020-04-23-21:00,8578,8789,8507.1,8773
2020-04-26-22:00,8803.6,8906.9,8738.7,8827
2020-04-27-21:00,8815.5,8955.3,8664.1,8708.2
2020-04-28-21:00,8759.8,9128.7,8743.2,9128.4
2020-04-29-21:00,9101.8,9154.5,8867,8879.7
2020-04-30-21:00,8844.8,8889.1,8682.7,8712.4
2020-05-03-22:00,8628,8838.8,8567,8820.6
2020-05-04-21:00,8822.2,9031.9,8814.2,8945.4
2020-05-05-21:00,8944.8,9067.5,8888.7,8957
2020-05-06-21:00,8968.8,9136.8,8940.9,9129.1
2020-05-07-21:00,9115.2,9245.9,9113.7,9229.2
2020-05-10-22:00,9192.9,9347.2,9127.2,9289
2020-05-11-21:00,9293.2,9353.9,9049.3,9052.2
2020-05-12-21:00,9054.6,9211.4,8886.9,9021.5
2020-05-13-21:00,9035.5,9112.4,8855.2,9095.7
2020-05-14-21:00,9087,9155.7,8932.9,9123.9
2020-05-17-22:00,9129.1,9368.7,9117.5,9324.5
2020-05-18-21:00,9327,9423.2,9290.8,9303.9
2020-05-19-21:00,9286.1,9501.4,9275.6,9498
2020-05-20-21:00,9494.9,9514.1,9355.5,9362.7
2020-05-21-21:00,9358.4,9425.9,9245,9424.3
2020-05-24-22:00,9405,9477.5,9399.4,9459.5
2020-05-25-21:00,9512.9,9607.5,9376.6,9415
2020-05-26-21:00,9402.7,9511.3,9176.8,9445
2020-05-27-21:00,9440,9568.4,9323.3,9462.3
2020-05-28-21:00,9452.5,9593.1,9374.8,9589.6
2020-05-31-22:00,9519.1,9608.2,9452.4,9595.1
2020-06-01-21:00,9590.9,9672.5,9507.7,9660.7
2020-06-02-21:00,9658.6,9730.6,9637.5,9692.7
2020-06-03-21:00,9685.6,9743.6,9573.6,9644.8
2020-06-04-21:00,9642.1,9847.1,9602.8,9808.6
2020-06-07-22:00,9837.1,9901.9,9748.4,9884.5
2020-06-08-21:00,9880.3,10006.1,9812.9,9962.5
2020-06-09-21:00,9968,10156.5,9959.6,10087.8
2020-06-10-21:00,10084.1,10105.8,9584.8,9620.7
2020-06-11-21:00,9630.2,9849.8,9494.9,9646.2
2020-06-14-22:00,9542.3,9815.2,9379.3,9811.3
2020-06-15-21:00,9816.4,10014.4,9799.4,9971.9
2020-06-16-21:00,9947.3,10060.4,9927.4,9998.9
2020-06-17-21:00,9987.4,10042.2,9878.9,10000
2020-06-18-21:00,10003.2,10124.7,9928.8,9937.2
2020-06-21-22:00,9890.2,10146,9855.1,10133
2020-06-22-21:00,10135.2,10307.9,9983.2,10188.8
2020-06-23-21:00,10201.1,10253.6,9939.4,10026.7
2020-06-24-21:00,10022.2,10118.6,9897.7,10107.1
2020-06-25-21:00,10099.4,10131.7,9836.2,9856.8
2020-06-28-22:00,9800,10009.3,9741.3,9998.9
2020-06-29-21:00,9988.5,10182.9,9951.9,10150.5
2020-06-30-21:00,10146.1,10320.4,10087.8,10267.2
2020-07-01-21:00,10267.7,10432.1,10255.9,10359.5
2020-07-02-21:00,10360.4,10396.6,10319.2,10337.4
2020-07-05-22:00,10371.3,10624.8,10370,10608.7
2020-07-06-21:00,10613.1,10704.4,10516.2,10537
2020-07-07-21:00,10538.4,10683.7,10515.3,10682.3
2020-07-08-21:00,10697.1,10784.7,10571,10734.7
2020-07-09-21:00,10741.2,10858.2,10636.7,10852.5
2020-07-12-22:00,10869.7,11069.5,10573.6,10609.9
2020-07-13-21:00,10637.2,10704.8,10371.2,10654.7
2020-07-14-21:00,10742,10778.1,10562.2,10698.5
2020-07-15-21:00,10696.7,10707.9,10486,10544.3
2020-07-16-21:00,10537.9,10679.1,10532.9,10633.1
2020-07-19-22:00,10651.6,10972.7,10556.5,10958
2020-07-20-21:00,10970.8,11068.5,10795.1,10855.6
2020-07-21-21:00,10859.9,10926.4,10772,10855.4
2020-07-22-21:00,10850.1,10948.1,10525.1,10575.6
2020-07-23-21:00,10585.7,10608.3,10311.8,10471.8
2020-07-26-22:00,10508,10695,10411.1,10693.3
2020-07-27-21:00,10701,10769.7,10526.2,10559.1
2020-07-28-21:00,10579.7,10711.7,10524.4,10711.4
2020-07-29-21:00,10704.2,10905.1,10513.7,10901.1
2020-07-30-21:00,10931.5,10948.5,10701.2,10924.6
2020-08-02-22:00,10918.3,11083.1,10885.3,11061.7
2020-08-03-21:00,11048.6,11104.9,10993.2,11088
2020-08-04-21:00,11084.4,11154.1,11065.9,11106.1
2020-08-05-21:00,11098.2,11280.1,11060.7,11266.9
2020-08-06-21:00,11259.2,11288.5,11041.7,11138.1
2020-08-09-22:00,11133.4,11152.9,10935,11086.1
2020-08-10-21:00,11077.6,11163.7,10851.7,10916.7
2020-08-11-21:00,10936.8,11191.4,10884.8,11123.6
2020-08-12-21:00,11125.4,11272,11100.7,11188
2020-08-13-21:00,11192.6,11242.6,11101.5,11152.1
2020-08-16-22:00,11161.1,11306,11154.1,11292.4
2020-08-17-21:00,11292,11420.2,11273.8,11419.2
2020-08-18-21:00,11415.4,11440.2,11301.5,11324.2
2020-08-19-21:00,11329,11498.9,11224.5,11482.9
2020-08-20-21:00,11488.5,11576.1,11410.2,11564.5
2020-08-23-22:00,11584.2,11725.3,11531.4,11636.8
2020-08-24-21:00,11638.3,11745,11577.4,11739.2
2020-08-25-21:00,11739.2,12005,11729.5,11988.7
2020-08-26-21:00,11978.4,12049.4,11838,11950.7
2020-08-27-21:00,11954.4,12021.4,11923.9,12005.7
2020-08-30-22:00,12013.9,12168.2,11992,12111.1
2020-08-31-21:00,12119.4,12331.9,12095.9,12331.5
2020-09-01-21:00,12325.6,12467.7,12175,12410
2020-09-02-21:00,12406.3,12439.1,11659.2,11803.2
2020-09-03-21:00,11726.9,11844,11142.4,11539.5
2020-09-06-22:00,11543.7,11544.7,11308,11502.9
2020-09-07-21:00,11509.2,11585.7,11042.1,11045.4
2020-09-08-21:00,10989,11479.7,10936,11371.7
2020-09-09-21:00,11387.9,11568.2,11090.5,11179.5
2020-09-10-21:00,11207.6,11358.1,10939.6,11073.2
2020-09-13-22:00,11104.8,11363.9,11104.8,11275
2020-09-14-21:00,11291.1,11496,11247.2,11462.8
2020-09-15-21:00,11470.8,11550.2,11238.4,11265.2
2020-09-16-21:00,11260.5,11303.4,10919.2,11081.8
2020-09-17-21:00,11076.7,11177.2,10757.8,10949.9
2020-09-20-22:00,10924.6,11024.7,10669.8,10995.9
2020-09-21-21:00,10976.6,11206.3,10913.3,11167.6
2020-09-22-21:00,11176.9,11237.3,10801.5,10834.6
2020-09-23-21:00,10826.2,11027.4,10676.8,10923.7
2020-09-24-21:00,10942.7,11182,10830.1,11150.2
2020-09-27-22:00,11178.3,11419.5,11156.2,11410.2
2020-09-28-21:00,11408.7,11463.9,11304.7,11334.4
2020-09-29-21:00,11335,11540.7,11182.4,11372.4
2020-09-30-21:00,11402.5,11612.7,11394.9,11586.7
2020-10-01-21:00,11583.4,11618.6,11218.9,11265.9
2020-10-04-22:00,11306.8,11512,11282,11485
2020-10-05-21:00,11490.7,11538.4,11210.5,11219.9
2020-10-06-21:00,11232.9,11519.7,11223,11488.6
2020-10-07-21:00,11485.7,11591.9,11485.7,11572.6
2020-10-08-21:00,11579.3,11752,11565.7,11738.6
2020-10-11-22:00,11711.1,12210.2,11706.7,12103.6
2020-10-12-21:00,12123.1,12264,12033.2,12095
2020-10-13-21:00,12099.3,12191,11916,11957.3
2020-10-14-21:00,11969.1,11996.1,11750.6,11897.2
2020-10-15-21:00,11912.1,12035.5,11806.1,11808.9
2020-10-18-22:00,11852.3,11964.7,11606.6,11706.4
2020-10-19-21:00,11712.7,11805.5,11612.1,11665.2
2020-10-20-21:00,11696.7,11792.4,11597.7,11699.9
2020-10-21-21:00,11692.7,11737.6,11524.4,11669.4
2020-10-22-21:00,11681.8,11703.7,11564.1,11681.2
2020-10-25-22:00,11645.8,11708.4,11356,11509.5
2020-10-26-21:00,11513.2,11635.2,11490.6,11566.7
2020-10-27-21:00,11569.3,11579.2,11136.2,11188.8
2020-10-28-21:00,11178.5,11469.5,11156,11256.8
2020-10-29-21:00,11232.4,11293.2,10958.3,11099.5
2020-11-01-23:00,11037.2,11226.4,10955.9,11087.7
2020-11-02-22:00,11089.3,11360.3,11079.7,11260.6
2020-11-03-22:00,11274,11857.4,11243.4,11828.1
2020-11-04-22:00,11821.5,12130.6,11783.2,12104
2020-11-05-22:00,12082.8,12118.9,11878.7,12104
2020-11-08-23:00,12160.7,12417.9,11823.2,11856.1
2020-11-09-22:00,11877.5,11911.5,11514.2,11633.9
2020-11-10-22:00,11648.2,11928,11585.6,11903.7
2020-11-11-22:00,11894.1,11985.1,11786.9,11873.1
2020-11-12-22:00,11858.7,11961.7,11811,11953.6
2020-11-15-23:00,12001.7,12073.2,11861,12049.2
2020-11-16-22:00,12083.4,12090,11962.7,11977.4
2020-11-17-22:00,11976.1,12033.8,11868.3,11880.6
2020-11-18-22:00,11881.9,12007,11811.9,11973.2
2020-11-19-22:00,11961.5,12029.1,11881.8,11917
2020-11-22-23:00,11916.3,12010.2,11817.4,11925.2
2020-11-23-22:00,11932,12112.6,11881,12110
2020-11-24-22:00,12106.4,12185.7,12086.4,12176.2
2020-11-25-22:00,12183.5,12230.7,12134.9,12162.2
2020-11-29-23:00,12338,12341,12094.7,12327.5
2020-11-30-22:00,12340.2,12517,12316.6,12463.7
2020-12-01-22:00,12468.1,12476.2,12318.6,12467.2
