date,open,high,low,close
2020-12-02-22:00,12485.7,12542.7,12446.6,12491
2020-12-03-22:00,12493.4,12538.1,12450.8,12511.1
2020-12-06-23:00,12565.7,12614.7,12477.3,12574.1
2020-12-07-22:00,12577.1,12655.2,12505.4,12649
2020-12-08-22:00,12670.9,12671.6,12309.7,12354.5
2020-12-09-22:00,12351,12453.2,12222.8,12393.4
2020-12-10-22:00,12385.7,12418.6,12240.1,12373.8
2020-12-13-23:00,12432.9,12556.9,12395.9,12480
2020-12-14-22:00,12486.4,12622.8,12430.1,12611.2
2020-12-15-22:00,12621.1,12717.1,12585.3,12689.6
2020-12-16-22:00,12697,12779,12684.6,12766.3
2020-12-17-22:00,12759.5,12800.7,12621.5,12760.6
2020-12-20-23:00,12752.5,12786.9,12474.5,12703.9
2020-12-21-22:00,12721.3,12774.1,12608,12721
2020-12-22-22:00,12721.2,12753,12638.8,12670.8
2020-12-23-22:00,12674.3,12738.4,12645.5,12712.5
2020-12-27-23:00,12699.9,12870.5,12692.2,12856.5
2020-12-28-22:00,12861,12933,12823.2,12872.7
2020-12-29-22:00,12873,12924.1,12835.1,12855.9
2020-12-30-22:00,12859.1,12910.1,12810.8,12899.9
2021-01-03-23:00,12908.9,12972.6,12536,12701.3
2021-01-04-22:00,12694.6,12820.9,12624.1,12816.7
2021-01-05-22:00,12807.2,12856.4,12504.4,12670.6
2021-01-06-22:00,12676,12971.6,12657.9,12938.7
2021-01-07-22:00,12940.1,13137.8,12931.7,13136.2
2021-01-10-23:00,13097.3,13118.2,12885.8,12918.6
2021-01-11-22:00,12917.2,12972.5,12781.2,12896.1
2021-01-12-22:00,12893.8,13016.9,12834.5,12989.5
2021-01-13-22:00,12992.2,13042.8,12895,12913.6
2021-01-14-22:00,12933.4,12944.9,12757.9,12775.3
2021-01-17-23:00,12782.5,12831.2,12741.1,12825.6
2021-01-18-22:00,12837.9,13046.2,12837.9,13045.5
2021-01-19-22:00,13049.4,13341.4,13031.9,13304.3
2021-01-20-22:00,13316.3,13438.2,13297.7,13411.7
2021-01-21-22:00,13415.6,13416.1,13315.4,13366.9
2021-01-24-23:00,13399.2,13569.5,13204.3,13478.3
2021-01-25-22:00,13468.5,13614.7,13394.3,13566.9
2021-01-26-22:00,13574.8,13601.9,12899.6,13074.3
2021-01-27-22:00,13052.5,13409.4,12921.5,13168.5
2021-01-28-22:00,13158.1,13201.1,12844.1,12883.1
2021-01-31-23:00,12855,13283.9,12740.3,13248.5
2021-02-01-22:00,13255.3,13521.2,13245,13509.4
2021-02-02-22:00,13519,13597.1,13400.6,13428.5
2021-02-03-22:00,13453,13580.2,13357.4,13572.4
2021-02-04-22:00,13570.6,13647.1,13528.6,13612.8
2021-02-07-23:00,13625.6,13701.1,13604.9,13693.8
2021-02-08-22:00,13694.7,13743.5,13640.7,13706
2021-02-09-22:00,13707.8,13777.8,13525.5,13673.7
2021-02-10-22:00,13666.4,13751.2,13620.3,13719.1
2021-02-11-22:00,13709.1,13828.7,13654,13827.5
2021-02-14-23:00,13841.3,13886.7,13827.5,13880.3
2021-02-15-22:00,13881.3,13908.5,13724.4,13762.5
2021-02-16-22:00,13761.5,13790.2,13548.5,13703.6
2021-02-17-22:00,13708,13727.1,13473.2,13644.5
2021-02-18-22:00,13644,13733.3,13539,13576.7
2021-02-21-23:00,13602.5,13633.1,13219.5,13225.5
2021-02-22-22:00,13245.1,13340.2,12763.6,13163.2
2021-02-23-22:00,13188.7,13337.1,12963.9,13316.6
2021-02-24-22:00,13293,13358.3,12769,12792.6
2021-02-25-22:00,12787,13092.7,12666.9,12911
2021-02-28-23:00,12969.7,13323.2,12951.7,13318.7
2021-03-01-22:00,13318.3,13333.6,13053.7,13060.4
2021-03-02-22:00,13076.1,13195.8,12668.1,12683.2
2021-03-03-22:00,12682,12800.6,12310.5,12435.7
2021-03-04-22:00,12438.4,12701.9,12212,12656.5
2021-03-07-23:00,12752.9,12765.1,12286.5,12336.6
2021-03-08-22:00,12358.6,12871.9,12330.7,12793.6
2021-03-09-22:00,12811.9,12997.5,12708.5,12793.5
2021-03-10-22:00,12797.5,13123.1,12728.2,13049.3
2021-03-11-22:00,13060.9,13098,12775.3,12942.7
2021-03-14-22:00,12963,13106,12879.4,13091.5
2021-03-15-21:00,13088.8,13303.5,13064.5,13169.8
2021-03-16-21:00,13173.1,13287.7,12951.3,13188
2021-03-17-21:00,13208.9,13283.4,12778.7,12807.1
2021-03-18-21:00,12826.8,12913.4,12697.3,12841.7
2021-03-21-22:00,12820,13174.4,12805.3,13080.4
2021-03-22-21:00,13088.2,13189.3,12996.7,13048.2
2021-03-23-21:00,13058.5,13162.4,12800.9,12813.9
2021-03-24-21:00,12826,12876.5,12626.8,12807.6
2021-03-25-21:00,12803.6,13005.5,12693,12975.8
2021-03-28-22:00,12979.5,13019.7,12824,12981.1
2021-03-29-21:00,12993.9,13001,12794,12906.7
2021-03-30-21:00,12903,13174.3,12875.3,13105.5
2021-03-31-21:00,13112.7,13348.8,13112.4,13344.6
2021-04-01-21:00,13350,13409.1,13342.1,13359.3
2021-04-04-22:00,13342.7,13630.5,13327.1,13615.3
2021-04-05-21:00,13620.8,13668.6,13538.9,13598.6
2021-04-06-21:00,13596.5,13655.8,13527.8,13636.3
2021-04-07-21:00,13643.4,13804.3,13630.2,13802.8
2021-04-08-21:00,13797.4,13855.5,13663,13824.6
2021-04-11-22:00,13820.7,13846.6,13746.6,13838.1
2021-04-12-21:00,13845.7,14008.4,13787.1,13989.6
2021-04-13-21:00,13992.8,14043.3,13787.4,13841.4
2021-04-14-21:00,13837,14048.1,13804,14012.6
2021-04-15-21:00,14005.2,14074.4,13968.2,14038.6
2021-04-18-22:00,14006.7,14067.6,13836,13908.4
2021-04-19-21:00,13914.6,13948.9,13734.9,13750.6
2021-04-20-21:00,13758.1,13942.2,13715.9,13907.1
2021-04-21-21:00,13912.3,13958.2,13716.7,13777.2
2021-04-22-21:00,13775.5,13995.8,13753,13919.8
2021-04-25-22:00,13931.5,14052.2,13880.8,14036
2021-04-26-21:00,14036.9,14064.6,13927.5,13965.7
2021-04-27-21:00,13973.8,14007.7,13893.2,13983.7
2021-04-28-21:00,13977.7,14078.8,13833.2,13959.3
2021-04-29-21:00,13956.9,13970.5,13833.5,13879.3
2021-05-02-22:00,13897.6,13961,13785.5,13798.8
2021-05-03-21:00,13804.2,13805.2,13393.8,13534.4
2021-05-04-21:00,13539.4,13678.8,13476.6,13498.2
2021-05-05-21:00,13504.4,13624.2,13401.8,13617.5
2021-05-06-21:00,13624.1,13827.4,13598.3,13725.9
2021-05-09-22:00,13727.9,13762.1,13315.8,13321.2
2021-05-10-21:00,13331.6,13385.8,13075.7,13326.9
2021-05-11-21:00,13330.6,13361.6,12969.8,12974.5
2021-05-12-21:00,12988.8,13233.2,12924.8,13100.7
2021-05-13-21:00,13113.9,13435,13080.1,13408.4
2021-05-16-22:00,13391.6,13457.1,13192.1,13322.2
2021-05-17-21:00,13325.7,13441.5,13187.7,13196.2
2021-05-18-21:00,13201.6,13248.9,12961.1,13225
2021-05-19-21:00,13232.1,13528.7,13157.2,13494.6
2021-05-20-21:00,13497.1,13575.5,13402.1,13420.1
2021-05-23-22:00,13396.3,13692,13363,13657.1
2021-05-24-21:00,13658.2,13744.6,13613.1,13675.3
2021-05-25-21:00,13675,13734.5,13661.9,13709.7
2021-05-26-21:00,13710.7,13725.8,13625.7,13698.2
2021-05-27-21:00,13702,13768.6,13667.9,13691.7
2021-05-30-22:00,13708,13724.8,13666.8,13678.2
2021-05-31-21:00,13687.2,13778,13597.8,13652.8
2021-06-01-21:00,13647.1,13716.2,13607,13681.7
2021-06-02-21:00,13685.9,13709.5,13464.7,13533
2021-06-03-21:00,13539.6,13786,13470.3,13766.4
2021-06-06-22:00,13782,13823.8,13693,13823.7
2021-06-07-21:00,13825.5,13917.2,13742.8,13812.9
2021-06-08-21:00,13813.9,13904.3,13804.6,13812.4
2021-06-09-21:00,13819.8,13976.4,13727.1,13973
2021-06-10-21:00,13973.8,14002.3,13937.6,13998.6
2021-06-13-22:00,14015.1,14142.2,13973.8,14126
2021-06-14-21:00,14131.1,14171.1,14017,14053.7
2021-06-15-21:00,14053.2,14112.4,13847.3,13947.6
2021-06-16-21:00,13956.6,14217.1,13858.7,14195.8
2021-06-17-21:00,14194,14222.5,14028.2,14034.6
2021-06-20-22:00,14048.1,14160.3,13975,14153.1
2021-06-21-21:00,14153.9,14295.3,14082.8,14285.1
2021-06-22-21:00,14285.5,14331.7,14247.9,14291
2021-06-23-21:00,14290.3,14437.9,14289.5,14374.8
2021-06-24-21:00,14370.9,14409.8,14329,14346.6
2021-06-27-22:00,14355.5,14535.2,14349.1,14519.1
2021-06-28-21:00,14512.3,14599.8,14484.1,14597.4
2021-06-29-21:00,14595.2,14613.9,14534.1,14571
2021-06-30-21:00,14572.3,14621.2,14486.2,14554.8
2021-07-01-21:00,14551.4,14742.4,14527.2,14714.8
2021-07-04-22:00,14721.6,14735.4,14688.4,14706.3
2021-07-05-21:00,14717.8,14802.4,14637.9,14775.9
2021-07-06-21:00,14775,14896.3,14738.9,14822.2
2021-07-07-21:00,14822.3,14834.3,14557.3,14726.2
2021-07-08-21:00,14720.5,14844.5,14654,14827.3
2021-07-11-22:00,14845.5,14901,14798.2,14888.2
2021-07-12-21:00,14890.6,15007.6,14812.6,14877.3
2021-07-13-21:00,14878.2,15009.2,14854.8,14909.8
2021-07-14-21:00,14910.5,14976,14721.6,14788.9
2021-07-15-21:00,14788.6,14882.1,14670.3,14682.3
2021-07-18-22:00,14690.5,14694.8,14458.1,14605.8
2021-07-19-21:00,14607.6,14794.3,14529.2,14739.7
2021-07-20-21:00,14740.8,14851.7,14680.2,14850.6
2021-07-21-21:00,14845.6,14995.5,14839.7,14990.1
2021-07-22-21:00,14989.6,15129.5,14946.3,15103.7
2021-07-25-22:00,15110.8,15146.4,15051.3,15137.1
2021-07-26-21:00,15132.8,15144.3,14783,14896.3
2021-07-27-21:00,14893.5,15086.9,14885.3,14997
2021-07-28-21:00,14993.6,15096.5,14917.8,14925.1
2021-07-29-21:00,14919.8,14991.6,14823.3,14978
2021-08-01-22:00,14987.2,15068.6,14945.1,14972.8
2021-08-02-21:00,14972.2,15063.6,14863.2,15048.6
2021-08-03-21:00,15057,15123.7,15012.1,15096.9
2021-08-04-21:00,15091.3,15186.2,15083.8,15184.8
2021-08-05-21:00,15177,15181.4,15059.7,15104.5
2021-08-08-22:00,15099.1,15157.5,15016,15138.9
2021-08-09-21:00,15140.3,15169.1,15006.6,15059.1
2021-08-10-21:00,15055,15130.3,14974.4,15018.9
2021-08-11-21:00,15012.3,15100.3,14951.7,15088.8
2021-08-12-21:00,15085.7,15151.6,15065.4,15131.6
2021-08-15-22:00,15125.7,15147.6,14926.1,15143.4
2021-08-16-21:00,15138.7,15142,14905.6,14977.3
2021-08-17-21:00,14978.8,15043.1,14812.5,14844.5
2021-08-18-21:00,14850.8,15003.8,14715.9,14948.2
2021-08-19-21:00,14947.6,15105.4,14857.1,15100.4
2021-08-22-22:00,15098.7,15343.5,15098.7,15334.1
2021-08-23-21:00,15331,15389.8,15315.2,15368.2
2021-08-24-21:00,15369.1,15402.5,15338.9,15372.6
2021-08-25-21:00,15372.4,15372.4,15260.7,15292.2
2021-08-26-21:00,15289.8,15449.1,15270.9,15433.3
2021-08-29-22:00,15438.1,15622.3,15425.3,15611.4
2021-08-30-21:00,15607.8,15681.6,15520.4,15603.6
2021-08-31-21:00,15601.6,15702,15582,15614.1
2021-09-01-21:00,15615,15683.6,15553.6,15601.8
2021-09-02-21:00,15599,15680.2,15554.6,15656.3
2021-09-05-22:00,15662.7,15709.8,15643.6,15705.3
2021-09-06-21:00,15699.3,15702.2,15607.7,15672.3
2021-09-07-21:00,15673.8,15691.7,15522.1,15609.9
2021-09-08-21:00,15611.3,15676.2,15546,15562.7
2021-09-09-21:00,15566.9,15670.5,15436.8,15450
2021-09-12-22:00,15463.8,15570.6,15359.3,15461.4
2021-09-13-21:00,15457.2,15538.2,15360.6,15405
2021-09-14-21:00,15407.5,15531.2,15324.1,15525.5
2021-09-15-21:00,15523,15551.7,15378.3,15516.7
2021-09-16-21:00,15519.2,15547.7,15295.8,15302.4
2021-09-19-22:00,15321.3,15357.7,14827.2,15011.6
2021-09-20-21:00,15021.3,15181.1,14981.8,15011.2
2021-09-21-21:00,15015.1,15244.9,14948.7,15197.8
2021-09-22-21:00,15199.6,15365.5,15194.4,15315.9
2021-09-23-21:00,15324,15352.8,15192.3,15336.5
2021-09-26-22:00,15345,15417.6,15102.6,15190.2
2021-09-27-21:00,15198.4,15210.4,14759.8,14786.4
2021-09-28-21:00,14796.6,14944.1,14730.2,14782.1
2021-09-29-21:00,14796.6,14901.4,14689.1,14710.3
2021-09-30-21:00,14723.7,14834.9,14555.5,14793.1
2021-10-03-22:00,14812.6,14850.6,14383.6,14503.7
2021-10-04-21:00,14510.6,14768.4,14425.4,14676.1
2021-10-05-21:00,14678.7,14783.8,14438.1,14780.8
2021-10-06-21:00,14788.9,15015.4,14785.5,14905.2
2021-10-07-21:00,14911.2,15010.1,14805.7,14819.6
2021-10-10-22:00,14839.5,14912.2,14692,14700
2021-10-11-21:00,14707.5,14798.2,14601.2,14613
2021-10-12-21:00,14611.1,14810,14606.9,14782.8
2021-10-13-21:00,14791.2,15086.6,14786.6,15081.1
2021-10-14-21:00,15075.1,15160.3,15036.2,15160
2021-10-17-22:00,15177.1,15312.4,15054.1,15304
2021-10-18-21:00,15304.1,15444,15284.9,15426.5
2021-10-19-21:00,15421.5,15461.7,15335,15372.7
2021-10-20-21:00,15375,15499.5,15316.8,15396.5
2021-10-21-21:00,15395.1,15479.2,15289.6,15339.5
2021-10-24-22:00,15334.4,15561.2,15311.6,15558.9
2021-10-25-21:00,15545.5,15716.4,15518.7,15538.1
2021-10-26-21:00,15550.1,15733.4,15523.3,15608.4
2021-10-27-21:00,15616,15791.8,15607.5,15686.6
2021-10-28-21:00,15697.9,15879.1,15610,15878.2
2021-10-31-22:00,15898.8,15929.4,15783.6,15903.1
2021-11-01-21:00,15900.1,15994.8,15864.3,15973.3
2021-11-02-21:00,15966.3,16160.7,15950.5,16146.7
2021-11-03-21:00,16146.2,16389.1,16145.5,16350.7
2021-11-04-21:00,16342.2,16461.3,16303.1,16355.6
2021-11-07-23:00,16320.6,16404.6,16283.4,16335
2021-11-08-22:00,16329,16402.3,16170.8,16207.6
2021-11-09-22:00,16203.5,16252.2,15906.7,15994.6
2021-11-10-22:00,16001,16123.3,15985.5,16046.7
2021-11-11-22:00,16049.3,16222.2,16011.4,16210.3
2021-11-14-23:00,16232.5,16284.7,16090.9,16203.9
2021-11-15-22:00,16205.5,16331.4,16150.8,16301.4
2021-11-16-22:00,16305.6,16401.1,16274.6,16326.8
2021-11-17-22:00,16332.7,16512.1,16308.7,16509
2021-11-18-22:00,16500.9,16632.7,16494.5,16591.8
2021-11-21-23:00,16616.8,16771.6,16369.2,16403.1
2021-11-22-22:00,16406.6,16423,16122.2,16302.6
2021-11-23-22:00,16307.8,16371.8,16105.7,16358.3
2021-11-24-22:00,16361,16438.9,16355.9,16409
2021-11-25-22:00,16415.6,16416.9,15993.3,16046
2021-11-28-23:00,16095.4,16441.1,16068.8,16417.6
2021-11-29-22:00,16420.5,16459.7,16073.2,16241.9
2021-11-30-22:00,16258.5,16430,15829.7,15862.6
2021-12-01-22:00,15909.2,16066.7,15764.2,16015.6
2021-12-02-22:00,16019.8,16123.6,15541.6,15690.3
2021-12-05-23:00,15695.7,15898.3,15560.2,15850.4
2021-12-06-22:00,15857.5,16375.1,15825.5,16366.9
2021-12-07-22:00,16360.9,16436.3,16253.5,16383.1
2021-12-08-22:00,16382.9,16420.8,16121.1,16155.6
2021-12-09-22:00,16162.6,16353.3,16145,16340
2021-12-12-23:00,16354.5,16429.5,16081.3,16110
2021-12-13-22:00,16109,16148.6,15750.7,15944.7
2021-12-14-22:00,15947.7,16315.3,15756.2,16300.8
2021-12-15-22:00,16305.5,16472.9,15808.8,15895.8
2021-12-16-22:00,15885.8,15973.6,15667.9,15844.3
2021-12-19-23:00,15834.8,15867.7,15509.1,15689.8
2021-12-20-22:00,15694.7,16001,15619.6,15988.6
2021-12-21-22:00,15993,16196.8,15895.9,16193
2021-12-22-22:00,16198,16369.1,16159.9,16316.3
2021-12-26-23:00,16345.7,16593.9,16318.5,16583.7
2021-12-27-22:00,16582.6,16672.7,16467.1,16525.6
2021-12-28-22:00,16533.7,16577.8,16401.4,16494.7
2021-12-29-22:00,16502,16580.7,16425.4,16443.3
2021-12-30-22:00,16453.4,16476.7,16327.2,16344.8
2022-01-02-23:00,16395.5,16520.9,16305.3,16508.2
2022-01-03-22:00,16514.2,16574.4,16150.8,16271.2
2022-01-04-22:00,16273.4,16279,15763.2,15764.5
2022-01-05-22:00,15775.2,15905.4,15609.1,15802.8
2022-01-06-22:00,15821.7,15862.8,15520.3,15581.6
2022-01-09-23:00,15612,15679,15163.1,15627.5
2022-01-10-22:00,15628.4,15848.3,15485.5,15834.7
2022-01-11-22:00,15840.3,16021.6,15775.7,15908.8
2022-01-12-22:00,15906.9,15991.8,15474.9,15515.6
2022-01-13-22:00,15523.5,15631.9,15325.7,15630.4
2022-01-16-23:00,15643.5,15651.3,15520.8,15571.1
2022-01-17-22:00,15596.4,15615.9,15183,15251.6
2022-01-18-22:00,15257.5,15381.8,15023.4,15048.1
2022-01-19-22:00,15059.6,15352,14658.7,14735.9
2022-01-20-22:00,14743.4,14870.9,14419.3,14420.8
2022-01-23-23:00,14417.2,14591.6,13718.7,14516.3
2022-01-24-22:00,14499.7,14512.8,13904.1,13936
2022-01-25-22:00,13984.4,14653.3,13983.3,14165.7
2022-01-26-22:00,14210.8,14423.6,13860.2,14126.9
2022-01-27-22:00,14174.2,14454.8,13844.8,14442
2022-01-30-23:00,14464.2,14929,14367.2,14879.6
2022-01-31-22:00,14889.5,15151,14743.5,15129.1
2022-02-01-22:00,15135.9,15275.7,14841.6,14877.5
2022-02-02-22:00,14864.7,14885,14472.4,14818.7
2022-02-03-22:00,14764.7,14836.9,14374.1,14656
2022-02-06-23:00,14675.3,14818.5,14524.1,14612.4
2022-02-07-22:00,14610.4,14788.7,14480.7,14759
2022-02-08-22:00,14762.6,15080.5,14753.8,15065
2022-02-09-22:00,15063.8,15068.5,14632.4,14706.1
2022-02-10-22:00,14698.8,14776.1,14190.8,14266.1
2022-02-13-23:00,14252.6,14403.6,14039.7,14269.7
2022-02-14-22:00,14277,14624.1,14233.5,14591.9
2022-02-15-22:00,14590.1,14675.6,14392.9,14599
2022-02-16-22:00,14597.6,14626,14139.4,14162
2022-02-17-22:00,14159.2,14304.9,13912,13999.8
2022-02-20-23:00,13941.8,14164,13722.6,13740.2
2022-02-21-22:00,13647.1,14114.2,13599.5,13926.6
2022-02-22-22:00,13936.9,14074.8,13477.2,13492.9
2022-02-23-22:00,13512.9,13987.5,13030.5,13915.2
2022-02-24-22:00,13905,14201.5,13765.5,14189.7
2022-02-27-23:00,13742.8,14296,13692.4,14224.4
2022-02-28-22:00,14217.4,14331.6,13905.5,14032.1
2022-03-01-22:00,14021.7,14297.7,13916.4,14199.9
2022-03-02-22:00,14195.6,14393.8,13959.1,14062.8
2022-03-03-22:00,14062.5,14089.7,13736.4,13803
2022-03-06-23:00,13707.2,13881.6,13266.4,13270.9
2022-03-07-22:00,13273.9,13666.8,13105.1,13197.3
2022-03-08-22:00,13217,13822.3,13207.8,13774.9
2022-03-09-22:00,13763.9,13776.5,13396.5,13572.5
2022-03-10-22:00,13563.3,13860.4,13281.7,13302.6
2022-03-13-22:00,13351.3,13442.5,13019,13082.6
2022-03-14-21:00,13086.2,13489.6,12945.7,13448
2022-03-15-21:00,13452.8,14029.5,13421.3,14001.6
2022-03-16-21:00,13988.8,14136.2,13822.5,14056.1
2022-03-17-21:00,14064.6,14444.7,13971.1,14437.7
2022-03-20-22:00,14419.6,14470.1,14188.6,14398.5
2022-03-21-21:00,14390.4,14695.1,14299,14659.2
2022-03-22-21:00,14653.2,14687,14446.5,14468.8
2022-03-23-21:00,14463.3,14774.4,14439.3,14767.7
2022-03-24-21:00,14769.4,14844.7,14577.4,14755.4
2022-03-27-22:00,14753.4,15001.4,14664.5,14985.9
2022-03-28-21:00,14979.1,15274.9,14962.1,15229.4
2022-03-29-21:00,15230.7,15267.6,15018.3,15111.4
2022-03-30-21:00,15108.7,15185.4,14861.5,14922.5
2022-03-31-21:00,14917.1,14964.9,14731,14856.9
2022-04-03-22:00,14862.7,15179.7,14807.4,15164.4
2022-04-04-21:00,15161.2,15201,14782.7,14863.4
2022-04-05-21:00,14858.1,14861,14397.8,14498.2
2022-04-06-21:00,14507.7,14635.9,14321.7,14536.6
2022-04-07-21:00,14541.2,14643.3,14312.5,14331.7
2022-04-10-22:00,14351.9,14373.9,13987,14005.4
2022-04-11-21:00,14014.8,14286.1,13884.8,13957
2022-04-12-21:00,13968.8,14270,13925.9,14215
2022-04-13-21:00,14222,14299.6,13880.3,13896
2022-04-17-22:00,13861.8,14006.7,13734.1,13968.8
2022-04-18-21:00,13967.2,14245.4,13832.6,14100.5
2022-04-19-21:00,14098.9,14302.5,13963.4,14075
2022-04-20-21:00,14073.8,14287.4,13672.4,13721.4
2022-04-21-21:00,13716.4,13784.6,13303.2,13318.5
2022-04-24-22:00,13335.1,13556,13190.6,13534
2022-04-25-21:00,13524.1,13589.8,12808.1,12821.6
2022-04-26-21:00,12891.5,13261.7,12885.5,13177
2022-04-27-21:00,13194.1,13548.5,13041.3,13314.9
2022-04-28-21:00,13214.1,13439.4,12839.6,12897.3
2022-05-01-22:00,12911.7,13091.8,12716.2,13058.4
2022-05-02-21:00,13056.2,13190.4,12976.5,13126.2
2022-05-03-21:00,13120.6,13562,12890.5,13501.1
2022-05-04-21:00,13511.4,13557.4,12712.4,12905.4
2022-05-05-21:00,12884,12931.1,12523.4,12668.1
2022-05-08-22:00,12607.9,12641.3,12140.2,12212.7
2022-05-09-21:00,12247.2,12552.3,12107.5,12337.4
2022-05-10-21:00,12335.4,12557.5,11944,12013.8
2022-05-11-21:00,12003.7,12136.4,11693.5,11878.2
2022-05-12-21:00,11909.2,12435,11907.7,12367.6
2022-05-15-22:00,12406.4,12502.1,12193.9,12240.7
2022-05-16-21:00,12248.9,12581,12242.3,12577.6
2022-05-17-21:00,12578.4,12594.2,11862.5,11892.9
2022-05-18-21:00,11904.4,12075.5,11703.3,11897.2
2022-05-19-21:00,11900.3,12095.9,11488.7,11836.8
2022-05-22-22:00,11897,12075,11784.3,12055
2022-05-23-21:00,11877.4,11897.3,11576.1,11811
2022-05-24-21:00,11817.8,12032.8,11672,11892.7
2022-05-25-21:00,11911.7,12342.6,11848.9,12257.5
2022-05-26-21:00,12260.5,12719,12220.8,12716.2
2022-05-29-22:00,12712.5,12882.3,12673.2,12809.1
2022-05-30-21:00,12822.2,12825.6,12480.9,12653.9
2022-05-31-21:00,12664.7,12822.3,12453.8,12546.3
2022-06-01-21:00,12547.9,12901.1,12440.5,12894.3
2022-06-02-21:00,12902.1,12943,12501.3,12547
2022-06-05-22:00,12571.9,12808.5,12525.8,12604.9
2022-06-06-21:00,12608.4,12739,12411.4,12680
2022-06-07-21:00,12691.5,12782,12578.5,12619.4
2022-06-08-21:00,12618.7,12724.7,12254.6,12295.8
2022-06-09-21:00,12301,12338.3,11822.5,11857.2
2022-06-12-22:00,11723,11725.3,11257.7,11333.4
2022-06-13-21:00,11357.3,11507.2,11209.2,11334.9
2022-06-14-21:00,11345.6,11767,11332,11599.2
2022-06-15-21:00,11628.1,11746.3,11041.6,11176.6
2022-06-16-21:00,11185.9,11368.5,11092.7,11280.2
2022-06-19-22:00,11323.8,11410.9,11247.9,11396.4
2022-06-20-21:00,11389.3,11653,11371.1,11557.4
2022-06-21-21:00,11553.2,11720.8,11296.1,11519.9
2022-06-22-21:00,11529.6,11742.9,11437,11663.4
2022-06-23-21:00,11673.9,12124.8,11661.4,12108.8
2022-06-26-22:00,12127.3,12239.3,11968.8,12049.1
2022-06-27-21:00,12041.2,12148.8,11637,11655.5
2022-06-28-21:00,11657.5,11724.9,11540.7,11667.2
2022-06-29-21:00,11668.7,11672.8,11327.2,11488.2
2022-06-30-21:00,11483.7,11605.2,11360,11590.3
2022-07-03-22:00,11568.9,11593.1,11481.3,11534.8
2022-07-04-21:00,11562.9,11792.6,11365.7,11788.5
2022-07-05-21:00,11789,11949.5,11704.7,11879.4
2022-07-06-21:00,11881.4,12144.2,11813.4,12095.4
2022-07-07-21:00,12093.7,12186.9,11929,12135.8
2022-07-10-22:00,12114.2,12115.4,11830.7,11879.5
2022-07-11-21:00,11872.4,12003.8,11691,11758.9
2022-07-12-21:00,11759.3,11945.9,11459.1,11711.8
2022-07-13-21:00,11704.9,11810.4,11487.4,11782.6
2022-07-14-21:00,11793,11997.5,11717.2,11995.4
2022-07-17-22:00,12035.6,12162.1,11834.1,11892.1
2022-07-18-21:00,11885,12304.7,11865.8,12296.6
2022-07-19-21:00,12303.7,12494.3,12212.8,12404.3
2022-07-20-21:00,12418.4,12631.9,12350.5,12548.4
2022-07-21-21:00,12537.7,12670.5,12321,12402.9
2022-07-24-22:00,12398.1,12476.9,12247.5,12305.4
2022-07-25-21:00,12294.9,12313.4,12051.2,12177.5
2022-07-26-21:00,12183.2,12675.3,12182.8,12566.3
2022-07-27-21:00,12562.3,12933.4,12435.2,12908.4
2022-07-28-21:00,12883.2,12994.9,12729.8,12961.7
2022-07-31-22:00,12951,13094.9,12838.3,12966.8
2022-08-01-21:00,12951.7,13084.4,12804.5,12908.3
2022-08-02-21:00,12915.3,13297,12856.2,13236.5
2022-08-03-21:00,13229.2,13342.7,13171.9,13314.8
2022-08-04-21:00,13307.3,13369.6,13070.5,13201.1
2022-08-07-22:00,13208.6,13405,13107.8,13199.5
2022-08-08-21:00,13187.1,13220.8,12951,13043
2022-08-09-21:00,13031.2,13395.2,12969.5,13367.8
2022-08-10-21:00,13365,13561.5,13271.8,13333.4
2022-08-11-21:00,13325.3,13568.5,13299,13566.4
2022-08-14-22:00,13556.3,13694,13484.1,13666.9
2022-08-15-21:00,13657.4,13729.8,13512.5,13652.9
2022-08-16-21:00,13638.2,13657.3,13387.7,13491.7
2022-08-17-21:00,13474.9,13555.5,13391.8,13520
2022-08-18-21:00,13509.7,13515.3,13210.9,13231.7
2022-08-21-22:00,13174.3,13206,12859.9,12917.1
2022-08-22-21:00,12911,13001.9,12808.3,12873.3
2022-08-23-21:00,12875.4,12996.1,12810.8,12940.8
2022-08-24-21:00,12934.4,13146.7,12911.1,13129.9
2022-08-25-21:00,13139.5,13206,12544.6,12545.5
2022-08-28-22:00,12484.5,12600,12391,12495.4
2022-08-29-21:00,12495.1,12648.7,12239.3,12351.4
2022-08-30-21:00,12350,12503.1,12267.5,12296.2
2022-08-31-21:00,12279.7,12288.5,12008.3,12281.2
2022-09-01-21:00,12290.5,12451.7,12031.3,12121.2
2022-09-04-22:00,12099.7,12159.8,12048.8,12129
2022-09-05-21:00,12110.7,12238.1,11924.9,12013.8
2022-09-06-21:00,12010.7,12300.4,11916.4,12257.7
2022-09-07-21:00,12269.9,12374.3,12111.1,12341.5
2022-09-08-21:00,12334,12608.8,12324.9,12586.8
2022-09-11-22:00,12639.2,12778.8,12570.5,12777.2
2022-09-12-21:00,12779.9,12881.5,12010,12053.8
2022-09-13-21:00,12060.4,12179.2,12007.1,12176.4
2022-09-14-21:00,12165.6,12194.7,11866.7,11902.7
2022-09-15-21:00,11867.2,11891.6,11709.2,11889.2
2022-09-18-22:00,11851.2,11998,11724.5,11977.6
