N_CONSEC,lengthSMMA,length1,SL_PCT,MTPS,trades,win_rate,avg_r,
4,3,13,0.0009,3,1225,0.416,0.247,
4,3,11,0.0008,3,1305,0.415,0.245,
4,3,12,0.0009,4,1275,0.415,0.245,
5,4,12,0.0007,3,1182,0.415,0.244,
5,3,13,0.001,2,1025,0.415,0.244,
4,3,11,0.0007,2,1218,0.415,0.244,
4,3,12,0.0009,3,1272,0.414,0.243,
5,4,11,0.0009,4,1224,0.415,0.243,
4,3,13,0.0009,2,1159,0.415,0.243,
5,4,13,0.0007,4,1140,0.415,0.243,
5,3,13,0.001,3,1046,0.414,0.242,
4,2,11,0.0009,2,1121,0.414,0.242,
4,3,13,0.0008,4,1232,0.415,0.242,
5,3,12,0.001,4,1086,0.413,0.241,
5,3,12,0.001,4,1086,0.413,0.241,
4,2,11,0.0008,2,1125,0.413,0.241,
4,3,13,0.0007,4,1236,0.414,0.240,
4,3,13,0.0007,4,1236,0.414,0.240,
5,3,12,0.001,3,1084,0.413,0.240,
5,4,13,0.0007,3,1138,0.414,0.240,
5,4,13,0.0007,3,1138,0.414,0.240,
5,4,13,0.0007,3,1138,0.414,0.240,
5,3,10,0.0009,4,1167,0.413,0.239,
4,3,11,0.0007,3,1312,0.413,0.239,
5,4,11,0.0009,3,1221,0.414,0.239,
5,4,11,0.0009,3,1221,0.414,0.239,
4,3,13,0.0008,3,1230,0.414,0.239,
4,3,13,0.0008,3,1230,0.414,0.239,
5,3,9,0.0007,2,1178,0.413,0.238,
5,3,10,0.0008,2,1119,0.413,0.238,
5,4,13,0.001,3,1132,0.413,0.236,
4,2,13,0.0007,4,1107,0.413,0.236,
5,4,13,0.0008,3,1136,0.412,0.234,
5,2,9,0.0009,4,1048,0.411,0.234,
5,4,12,0.0008,2,1129,0.412,0.233,
5,4,12,0.0008,2,1129,0.412,0.233,
4,2,13,0.0008,3,1103,0.412,0.233,
5,4,13,0.001,2,1094,0.412,0.233,
4,2,12,0.0009,2,1094,0.410,0.232,
4,2,13,0.0008,4,1104,0.411,0.232,
4,2,10,0.0007,3,1240,0.410,0.232,
4,2,10,0.0007,3,1240,0.410,0.232,
4,2,11,0.001,4,1173,0.411,0.232,
4,2,11,0.001,3,1171,0.411,0.231,
4,3,11,0.001,4,1292,0.410,0.231,
5,2,9,0.0007,3,1051,0.410,0.231,
4,2,10,0.0008,3,1235,0.410,0.230,
5,2,9,0.0007,4,1052,0.410,0.229,
4,2,10,0.0008,4,1239,0.409,0.228,
5,2,9,0.0007,2,1012,0.409,0.228,
5,2,9,0.0007,2,1012,0.409,0.228,
5,3,9,0.0007,4,1257,0.410,0.227,
5,3,9,0.0007,4,1257,0.410,0.227,
4,2,13,0.0009,3,1099,0.409,0.226,
4,2,13,0.0009,3,1099,0.409,0.226,
4,2,13,0.0009,3,1099,0.409,0.226,
4,2,13,0.0009,4,1100,0.409,0.225,
5,3,9,0.0007,3,1254,0.409,0.225,
4,2,12,0.001,3,1138,0.409,0.225,
4,3,11,0.001,2,1204,0.408,0.224,
4,3,11,0.001,2,1204,0.408,0.224,
4,2,13,0.0008,2,1068,0.408,0.223,
5,2,9,0.001,2,1005,0.408,0.223,
5,2,9,0.001,2,1005,0.408,0.223,
5,2,9,0.001,2,1005,0.408,0.223,
5,2,9,0.0008,4,1051,0.407,0.222,
5,4,12,0.001,2,1126,0.409,0.222,
5,2,9,0.0008,2,1012,0.407,0.221,
5,2,9,0.0008,2,1012,0.407,0.221,
4,4,13,0.0007,4,1311,0.408,0.220,
5,3,10,0.001,4,1161,0.407,0.220,
5,3,10,0.001,3,1159,0.406,0.219,
4,4,13,0.0007,2,1219,0.408,0.219,
4,2,13,0.001,4,1099,0.408,0.219,
4,4,13,0.0007,3,1308,0.407,0.219,
5,3,10,0.001,2,1113,0.406,0.219,
5,3,9,0.0009,3,1241,0.406,0.217,
4,2,9,0.0007,3,1312,0.405,0.217,
4,2,9,0.0007,3,1312,0.405,0.217,
4,3,13,0.001,4,1224,0.406,0.216,
4,4,13,0.0009,4,1304,0.406,0.215,
4,2,10,0.0009,3,1230,0.405,0.215,
4,2,10,0.0009,3,1230,0.405,0.215,
4,3,12,0.001,2,1184,0.405,0.214,
4,4,13,0.001,3,1297,0.406,0.213,
5,4,11,0.001,4,1219,0.405,0.212,
4,4,13,0.001,2,1212,0.406,0.212,
5,4,11,0.001,3,1216,0.405,0.210,
4,3,10,0.0009,4,1392,0.404,0.210,
4,3,10,0.0009,2,1256,0.404,0.209,
4,2,9,0.0008,3,1307,0.402,0.208,
4,2,9,0.0008,3,1307,0.402,0.208,
5,3,9,0.0008,4,1252,0.403,0.207,
4,4,11,0.0007,2,1278,0.403,0.207,
4,2,13,0.001,2,1065,0.404,0.207,
4,4,13,0.0008,2,1216,0.404,0.207,
4,4,13,0.0008,2,1216,0.404,0.207,
4,4,13,0.0008,3,1302,0.403,0.206,
5,3,9,0.0008,3,1249,0.403,0.205,
4,4,11,0.0007,4,1417,0.402,0.205,
4,2,10,0.001,4,1227,0.402,0.205,
4,2,10,0.001,4,1227,0.402,0.205,
4,2,10,0.001,4,1227,0.402,0.205,
5,4,10,0.0007,3,1296,0.402,0.204,
5,4,10,0.0007,3,1296,0.402,0.204,
4,4,11,0.0009,4,1406,0.402,0.204,
4,2,10,0.0009,2,1157,0.401,0.204,
4,4,11,0.0009,3,1398,0.401,0.202,
4,4,11,0.0008,2,1273,0.401,0.202,
4,4,12,0.0009,4,1366,0.401,0.202,
4,4,12,0.0009,4,1366,0.401,0.202,
4,4,12,0.0009,3,1360,0.401,0.201,
4,4,12,0.0009,2,1246,0.400,0.200,
4,4,11,0.001,3,1385,0.401,0.199,
5,4,9,0.0009,2,1251,0.400,0.197,
