dt,open,high,low,close,s1,s2,s3,SMMA,vix_d,aligned_long,aligned_short,close_above_smma,close_below_smma,consec_above,consec_below,armed_long,armed_short,armed_long_prev,armed_short_prev,long_entry_signal,short_entry_signal
2025-11-10 12:41:00-05:00,25493.5,25499.9,25491.5,25497.9,25450.877610018822,25460.457640154957,25473.179618505594,25484.804334298173,18.58,True,False,True,False,13,0,True,False,True,False,False,False
2025-11-10 12:42:00-05:00,25498.0,25511.9,25497.7,25511.7,25452.97769434879,25463.099522016953,25477.104409877138,25491.477889532118,18.58,True,False,True,False,14,0,True,False,True,False,False,False
2025-11-10 12:43:00-05:00,25510.7,25512.1,25494.2,25494.6,25455.241346215164,25465.98832204547,25481.380649967978,25495.28525968808,18.58,True,False,False,True,0,2,False,False,True,False,True,False
2025-11-10 12:44:00-05:00,25494.7,25501.7,25488.5,25489.0,25457.542964535845,25468.84001755974,25484.98086318995,25494.681839792054,18.58,True,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 12:45:00-05:00,25489.7,25504.4,25489.7,25503.0,25459.812028315253,25471.517634845986,25487.665160999564,25495.35455986137,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 12:46:00-05:00,25503.5,25509.5,25500.5,25507.1,25462.09664799709,25474.149991266422,25490.157500160487,25498.619706574245,18.58,True,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 12:47:00-05:00,25506.0,25511.7,25505.1,25507.9,25464.430882578505,25476.8210506435,25492.809806403522,25501.63813771616,18.58,True,False,True,False,4,0,True,False,False,False,False,False
2025-11-10 12:48:00-05:00,25508.9,25517.5,25508.2,25514.4,25466.818754476506,25479.54142356499,25495.619859051796,25505.175425144105,18.58,True,False,True,False,5,0,True,False,True,False,False,False
2025-11-10 12:49:00-05:00,25515.4,25517.1,25506.9,25507.7,25469.24540793603,25482.28019672818,25498.444363247607,25507.375283429403,18.58,True,False,True,False,6,0,True,False,True,False,True,False
2025-11-10 12:50:00-05:00,25506.0,25517.0,25506.0,25517.0,25471.67037642125,25484.95476305059,25501.00176312089,25508.750188952934,18.58,True,False,True,False,7,0,True,False,True,False,True,False
2025-11-10 12:51:00-05:00,25517.2,25528.2,25515.7,25522.8,25474.119284592274,25487.631496447404,25503.599499052638,25512.825125968622,18.58,True,False,True,False,8,0,True,False,True,False,False,False
2025-11-10 12:52:00-05:00,25522.5,25527.2,25516.5,25525.0,25476.62446247483,25490.383562920488,25506.479370298905,25516.150083979082,18.58,True,False,True,False,9,0,True,False,True,False,False,False
2025-11-10 12:53:00-05:00,25525.2,25531.0,25519.9,25524.3,25479.169299761295,25493.17204063163,25509.43157333635,25519.13338931939,18.58,True,False,True,False,10,0,True,False,True,False,False,False
2025-11-10 12:54:00-05:00,25525.5,25530.3,25522.2,25528.8,25481.73880185306,25495.965579073567,25512.334339884324,25521.655592879597,18.58,True,False,True,False,11,0,True,False,True,False,False,False
2025-11-10 12:55:00-05:00,25529.4,25537.4,25524.4,25537.2,25484.338758920745,25498.78024688664,25515.263369785913,25525.13706191973,18.58,True,False,True,False,12,0,True,False,True,False,True,False
2025-11-10 12:56:00-05:00,25535.9,25543.0,25531.8,25535.0,25486.989264342534,25501.660752536944,25518.371479138463,25528.899707946486,18.58,True,False,True,False,13,0,True,False,True,False,False,False
2025-11-10 12:57:00-05:00,25535.5,25535.5,25526.2,25529.2,25489.646305116716,25504.510341355355,25521.281991861328,25529.799805297658,18.58,True,False,False,True,0,2,False,False,True,False,True,False
2025-11-10 12:58:00-05:00,25529.4,25535.8,25525.8,25531.8,25492.244393622026,25507.196195193363,25523.59763803199,25530.09987019844,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 12:59:00-05:00,25532.0,25538.2,25529.3,25531.3,25494.771735458376,25509.712702659483,25525.461546173523,25530.966580132295,18.58,True,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 13:00:00-05:00,25530.4,25540.2,25528.5,25539.2,25497.235889159914,25512.09451603492,25527.103711900636,25532.169386754864,18.58,True,False,True,False,4,0,True,False,False,False,False,False
2025-11-10 13:01:00-05:00,25539.0,25543.2,25536.0,25540.4,25499.66147872413,25514.40775849542,25528.791123829134,25534.66292450324,18.58,True,False,True,False,5,0,True,False,True,False,False,False
2025-11-10 13:02:00-05:00,25540.6,25546.0,25537.9,25538.0,25502.063328746477,25516.689945117683,25530.616093644487,25536.65028300216,18.58,True,False,True,False,6,0,True,False,True,False,False,False
2025-11-10 13:03:00-05:00,25539.0,25544.2,25538.7,25543.1,25504.427657114025,25518.913279687866,25532.422602937535,25538.183522001444,18.58,True,False,True,False,7,0,True,False,True,False,False,False
