dt,open,high,low,close,s1,s2,s3,SMMA,vix_d,aligned_long,aligned_short,close_above_smma,close_below_smma,consec_above,consec_below,armed_long,armed_short,armed_long_prev,armed_short_prev,long_entry_signal,short_entry_signal
2025-11-10 18:46:00-05:00,25610.7,25623.3,25609.7,25620.8,25610.342790348906,25609.202050094773,25607.93231694732,25610.859730449785,18.58,False,True,True,False,3,0,False,False,False,False,False,False
2025-11-10 18:47:00-05:00,25619.9,25633.6,25619.2,25632.3,25610.35688819646,25609.449109592457,25609.34928025544,25615.989820299856,18.58,False,True,True,False,4,0,False,False,False,False,False,False
2025-11-10 18:48:00-05:00,25631.9,25637.9,25629.1,25635.2,25610.595126531374,25610.131909162737,25611.82604041425,25621.834880199905,18.58,False,False,True,False,5,0,False,False,False,False,False,False
2025-11-10 18:49:00-05:00,25635.6,25637.3,25627.6,25631.7,25611.048587620542,25611.191748175122,25614.91700490192,25625.573253466602,18.58,True,False,True,False,6,0,True,False,False,False,False,False
2025-11-10 18:50:00-05:00,25630.6,25636.2,25628.7,25635.3,25611.663354709955,25612.48293880878,25618.017573593006,25627.9488356444,18.58,True,False,True,False,7,0,True,False,True,False,False,False
2025-11-10 18:51:00-05:00,25635.1,25637.1,25630.3,25633.8,25612.405373253423,25613.919182783255,25620.901029562738,25629.990890429603,18.58,True,False,True,False,8,0,True,False,True,False,False,False
2025-11-10 18:52:00-05:00,25633.7,25637.3,25629.3,25629.9,25613.239219395527,25615.420982371154,25623.421152177976,25630.843926953068,18.58,True,False,False,True,0,2,False,False,True,False,True,False
2025-11-10 18:53:00-05:00,25629.6,25634.2,25629.3,25630.9,25614.118620202993,25616.893928239828,25625.40985576722,25630.89595130204,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 18:54:00-05:00,25630.8,25631.8,25627.3,25629.6,25615.008525968053,25618.27662071437,25626.845013429294,25630.55563420136,18.58,True,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 18:55:00-05:00,25627.8,25630.9,25623.7,25626.3,25615.874222725273,25619.51340328928,25627.713614722714,25629.42875613424,18.58,True,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 18:56:00-05:00,25626.1,25634.4,25621.1,25631.1,25616.70070072397,25620.59472243962,25628.148804727254,25629.01083742283,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 18:57:00-05:00,25630.8,25639.4,25630.6,25638.7,25617.531094453963,25621.634297671117,25628.658058172747,25630.965558281885,18.58,True,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 18:58:00-05:00,25638.4,25641.2,25635.9,25639.8,25618.416848879086,25622.750572780387,25629.617715802575,25633.585372187925,18.58,True,False,True,False,4,0,True,False,False,False,False,False
2025-11-10 18:59:00-05:00,25639.6,25640.4,25634.3,25635.9,25619.351935180166,25623.92683514306,25630.837158955896,25634.90691479195,18.58,True,False,True,False,5,0,True,False,True,False,True,False
2025-11-10 19:00:00-05:00,25637.8,25638.6,25631.3,25636.1,25620.298724447497,25625.080848746908,25631.95988317651,25635.2546098613,18.58,True,False,True,False,6,0,True,False,True,False,True,False
2025-11-10 19:01:00-05:00,25635.8,25643.2,25635.8,25640.3,25621.250946628235,25626.20561440052,25632.990021633625,25636.428073240866,18.58,True,False,True,False,7,0,True,False,True,False,True,False
2025-11-10 19:02:00-05:00,25640.8,25648.8,25638.2,25647.4,25622.242048680382,25627.37909769525,25634.22169224586,25638.885382160577,18.58,True,False,True,False,8,0,True,False,True,False,True,False
2025-11-10 19:03:00-05:00,25645.4,25654.8,25641.9,25651.8,25623.308962559924,25628.67844303044,25635.86542348493,25642.081921440385,18.58,True,False,True,False,9,0,True,False,True,False,True,False
2025-11-10 19:04:00-05:00,25649.8,25664.4,25648.6,25661.3,25624.494888792557,25630.186673083655,25638.10043430525,25646.729614293592,18.58,True,False,True,False,10,0,True,False,True,False,False,False
2025-11-10 19:05:00-05:00,25660.7,25663.2,25650.9,25655.6,25625.81482619735,25631.919123350406,25640.833557823025,25650.353076195726,18.58,True,False,True,False,11,0,True,False,True,False,False,False
2025-11-10 19:06:00-05:00,25653.6,25656.4,25640.9,25646.7,25627.187625342936,25633.6856759125,25643.299654327442,25650.035384130486,18.58,True,False,False,True,0,2,False,False,True,False,True,False
2025-11-10 19:07:00-05:00,25644.6,25649.6,25637.8,25646.9,25628.511733183892,25635.272842887854,25644.867344128746,25648.26525608699,18.58,True,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 19:08:00-05:00,25644.8,25648.4,25638.7,25639.2,25629.743177164157,25636.610948528818,25645.562944225436,25646.435170724657,18.58,True,False,False,True,0,4,False,False,False,False,False,False
2025-11-10 19:09:00-05:00,25638.8,25642.4,25634.2,25638.6,25630.85034582963,25637.661632151277,25645.491686337482,25643.790113816434,18.58,True,False,False,True,0,5,False,False,False,False,False,False
2025-11-10 19:10:00-05:00,25640.6,25641.7,25630.8,25636.8,25631.814888859517,25638.416250048333,25644.81212906955,25641.685075877624,18.58,True,False,False,True,0,6,False,False,False,False,False,False
2025-11-10 19:11:00-05:00,25635.9,25635.9,25624.3,25632.7,25632.618040863188,25638.863599273078,25643.613606720344,25638.52338391842,18.58,True,False,False,True,0,7,False,False,False,False,False,False
2025-11-10 19:12:00-05:00,25631.9,25632.9,25626.6,25629.3,25633.24092406842,25638.990936536404,25641.942845021826,25635.740589278943,18.58,True,False,False,True,0,8,False,False,False,False,False,False
2025-11-10 19:13:00-05:00,25629.2,25634.1,25625.6,25633.3,25633.703438582954,25638.86726336274,25640.106214914656,25634.010392852626,18.58,True,False,False,True,0,9,False,False,False,False,False,False
2025-11-10 19:14:00-05:00,25633.6,25645.1,25631.4,25640.8,25634.076761759778,25638.662003559006,25638.667120199476,25635.248595235083,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 19:15:00-05:00,25640.7,25644.4,25632.3,25633.2,25634.415990111214,25638.491976514495,25637.856597058788,25636.049063490053,18.58,False,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 19:16:00-05:00,25635.2,25637.2,25625.9,25632.1,25634.69434233923,25638.287604352736,25637.213144567093,25634.899375660036,18.58,False,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 19:17:00-05:00,25632.2,25635.7,25629.8,25631.2,25634.889457868223,25637.996580270188,25636.476587142228,25634.00791710669,18.58,False,False,False,True,0,4,False,False,False,False,False,False
2025-11-10 19:18:00-05:00,25631.1,25640.4,25630.8,25636.4,25635.02808745396,25637.6769609521,25635.845175932733,25634.23027807113,18.58,False,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 19:19:00-05:00,25635.4,25636.9,25626.4,25626.4,25635.114607534044,25637.333167804718,25635.280260721138,25633.245185380754,18.58,False,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 19:20:00-05:00,25626.3,25633.4,25623.1,25630.3,25635.121434670255,25636.901310672623,25634.522921593707,25631.588456920505,18.58,False,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 19:21:00-05:00,25630.4,25632.8,25625.1,25627.8,25635.051650452726,25636.389679373715,25633.636908024953,25630.733971280337,18.58,False,False,False,True,0,4,False,False,False,False,False,False
2025-11-10 19:22:00-05:00,25628.1,25637.6,25628.1,25634.4,25634.943614704018,25635.880910948843,25632.92380052466,25631.17264752022,18.58,False,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 19:23:00-05:00,25634.3,25639.4,25628.8,25635.7,25634.83848661627,25635.455366068552,25632.59606185671,25632.298431680145,18.58,False,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 19:24:00-05:00,25635.6,25640.1,25633.3,25635.8,25634.761014346903,25635.151013937284,25632.668938245715,25633.598954453428,18.58,False,False,True,False,4,0,False,False,False,False,False,False
2025-11-10 19:25:00-05:00,25635.6,25637.4,25630.4,25634.1,25634.705446508502,25634.938153542444,25632.9303053748,25633.857636302284,18.58,False,False,True,False,5,0,False,False,False,False,False,False
2025-11-10 19:26:00-05:00,25634.3,25636.7,25631.7,25633.9,25634.65605196982,25634.770143278038,25633.17650645788,25633.95509086819,18.58,False,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 19:27:00-05:00,25633.7,25638.6,25633.2,25638.4,25634.62144581728,25634.65802485326,25633.46254678053,25634.628393912124,18.58,False,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 19:28:00-05:00,25638.3,25642.3,25635.6,25636.8,25634.6228452352,25634.6392801078,25633.91998238767,25635.835595941415,18.58,False,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 19:29:00-05:00,25636.4,25644.3,25633.7,25644.3,25634.67440124237,25634.733259359815,25634.583375506743,25637.115397294274,18.58,False,False,True,False,4,0,False,False,False,False,False,False
2025-11-10 19:30:00-05:00,25642.4,25643.9,25631.2,25631.4,25634.75933823908,25634.892278929816,25635.24989505975,25637.151931529515,18.58,True,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 19:31:00-05:00,25631.8,25635.6,25628.2,25630.9,25634.823083292067,25634.993667915423,25635.515632818806,25635.309621019678,18.58,True,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 19:32:00-05:00,25630.8,25637.9,25629.8,25633.3,25634.84436818676,25634.99854244725,25635.372931689977,25634.523080679788,18.58,True,False,False,True,0,4,False,False,False,False,False,False
2025-11-10 19:33:00-05:00,25633.4,25638.4,25633.2,25637.6,25634.854988885552,25634.984668808436,25635.208872789073,25634.89872045319,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 19:34:00-05:00,25637.9,25643.7,25637.1,25639.1,25634.894770934276,25635.038480135347,25635.32683261223,25636.415813635464,18.58,True,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 19:35:00-05:00,25641.1,25646.7,25641.1,25646.4,25635.00482116085,25635.24049476881,25635.927606619895,25638.88554242364,18.58,True,False,True,False,4,0,True,False,False,False,False,False
2025-11-10 19:36:00-05:00,25646.7,25648.2,25641.9,25644.9,25635.204268397476,25635.616943398672,25636.97681636581,25641.06536161576,18.58,True,False,True,False,5,0,True,False,True,False,False,False
2025-11-10 19:37:00-05:00,25645.1,25650.7,25643.7,25645.2,25635.48623741954,25636.1371498181,25638.263201073907,25642.768574410507,18.58,True,False,True,False,6,0,True,False,True,False,False,False
2025-11-10 19:38:00-05:00,25645.3,25649.6,25645.3,25646.9,25635.838482911655,25636.763340626265,25639.616886023796,25644.104049607005,18.58,True,False,True,False,7,0,True,False,True,False,False,False
2025-11-10 19:39:00-05:00,25646.2,25650.7,25642.9,25644.2,25636.241574795044,25637.44712225807,25640.880945842673,25644.736033071338,18.58,True,False,False,True,0,2,False,False,True,False,True,False
2025-11-10 19:40:00-05:00,25643.7,25648.8,25643.7,25645.9,25636.673203230548,25638.139340663594,25641.93774763735,25644.99902204756,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 19:41:00-05:00,25646.1,25647.4,25639.8,25640.2,25637.107281166423,25638.787798564612,25642.6867188873,25644.45768136504,18.58,True,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 19:42:00-05:00,25641.1,25647.8,25640.4,25646.4,25637.528965289377,25639.369214623683,25643.14744114544,25644.280120910025,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 19:43:00-05:00,25646.3,25646.3,25641.9,25642.4,25637.94081936173,25639.899114129537,25643.459581102266,25644.26174727335,18.58,True,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 19:44:00-05:00,25642.7,25644.7,25635.6,25638.9,25638.320008645303,25640.336445950008,25643.521999457877,25642.999498182235,18.58,True,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 19:45:00-05:00,25637.8,25640.9,25634.1,25638.2,25638.63115016851,25640.616801277287,25643.17533736652,25641.24966545482,18.58,True,False,False,True,0,4,False,False,False,False,False,False
2025-11-10 19:46:00-05:00,25638.1,25638.3,25628.3,25630.4,25638.84555349813,25640.695520318255,25642.364580362817,25638.758110303213,18.58,True,False,False,True,0,5,False,False,False,False,False,False
2025-11-10 19:47:00-05:00,25630.2,25633.7,25627.8,25629.2,25638.936703594285,25640.53563804737,25641.06638007993,25635.913740202144,18.58,True,False,False,True,0,6,False,False,False,False,False,False
2025-11-10 19:48:00-05:00,25629.4,25635.3,25627.9,25632.1,25638.913543164494,25640.177928603647,25639.52194623608,25634.334160134764,18.58,False,False,False,True,0,7,False,False,False,False,False,False
2025-11-10 19:49:00-05:00,25632.4,25632.4,25625.3,25627.9,25638.79541851026,25639.67954038776,25637.95457120677,25632.722773423175,18.58,False,False,False,True,0,8,False,False,False,False,False,False
2025-11-10 19:50:00-05:00,25628.8,25637.6,25625.2,25634.2,25638.604649684967,25639.09697936731,25636.521830311613,25632.29851561545,18.58,False,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 19:51:00-05:00,25633.9,25636.4,25627.2,25628.1,25638.369297485773,25638.492648550193,25635.361409344332,25631.9990104103,18.58,False,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 19:52:00-05:00,25628.6,25630.9,25623.9,25629.3,25638.08214792551,25637.847207723302,25634.297549580107,25630.724340273533,18.58,False,True,False,True,0,3,False,False,False,False,False,False
2025-11-10 19:53:00-05:00,25629.4,25630.3,25624.3,25627.3,25637.736315403337,25637.144212772215,25633.220375681667,25629.75789351569,18.58,False,True,False,True,0,4,False,True,False,False,False,False
2025-11-10 19:54:00-05:00,25626.8,25630.7,25624.8,25628.8,25637.34545155859,25636.4128083506,25632.21170963662,25629.09692901046,18.58,False,True,False,True,0,5,False,True,False,True,False,False
2025-11-10 19:55:00-05:00,25628.9,25633.9,25626.6,25631.8,25636.937658644445,25635.71008459678,25631.43026744433,25629.49795267364,18.58,False,True,True,False,2,0,False,False,False,True,False,False
2025-11-10 19:56:00-05:00,25631.6,25640.4,25630.2,25639.4,25636.565440256043,25635.13980206334,25631.157527748128,25631.465301782428,18.58,False,True,True,False,3,0,False,False,False,False,False,False
2025-11-10 19:57:00-05:00,25639.6,25640.7,25633.1,25633.1,25636.2626337267,25634.756265184624,25631.436217138,25633.185201188287,18.58,False,True,False,True,0,2,False,False,False,False,False,False
2025-11-10 19:58:00-05:00,25633.2,25635.2,25627.8,25632.3,25635.99958276632,25634.474292520106,25631.828949418552,25632.83180079219,18.58,False,True,False,True,0,3,False,False,False,False,False,False
2025-11-10 19:59:00-05:00,25632.1,25635.7,25627.8,25634.8,25635.747852621902,25634.221533256998,25632.072974101633,25632.754533861462,18.58,False,True,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:00:00-05:00,25634.9,25644.2,25633.7,25637.8,25635.54017241895,25634.06436620053,25632.45791846411,25634.38635590764,18.58,False,True,True,False,3,0,False,False,False,False,False,False
2025-11-10 20:01:00-05:00,25637.7,25642.3,25634.1,25636.4,25635.399184901748,25634.04137749028,25633.096470401622,25635.465903938428,18.58,False,True,True,False,4,0,False,False,False,False,False,False
2025-11-10 20:02:00-05:00,25636.2,25642.4,25633.9,25639.6,25635.31511969269,25634.118949090756,25633.824369030666,25636.31893595895,18.58,False,True,True,False,5,0,False,False,False,False,False,False
2025-11-10 20:03:00-05:00,25639.2,25642.6,25630.3,25630.8,25635.26631381714,25634.24246741783,25634.453471040673,25636.120957305964,18.58,False,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:04:00-05:00,25630.3,25635.3,25629.7,25635.1,25635.214621949952,25634.328244773595,25634.74611013251,25634.947304870642,18.58,False,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:05:00-05:00,25634.9,25643.2,25634.9,25641.7,25635.17837751943,25634.421685504672,25634.970293582744,25636.189869913764,18.58,False,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 20:06:00-05:00,25642.4,25642.7,25634.1,25639.3,25635.195681753365,25634.605428637835,25635.44193495118,25637.334913275845,18.58,False,False,True,False,4,0,False,False,False,False,False,False
2025-11-10 20:07:00-05:00,25639.1,25647.1,25637.8,25638.4,25635.266610619954,25634.872661223697,25636.08059978459,25638.42327551723,18.58,False,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:08:00-05:00,25638.6,25644.2,25635.1,25643.4,25635.38348194902,25635.201268813875,25636.778827332782,25639.057183678156,18.58,False,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:09:00-05:00,25643.7,25647.1,25639.9,25645.4,25635.555481728876,25635.607831227702,25637.594111657985,25640.713122452104,18.58,True,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 20:10:00-05:00,25646.1,25646.4,25637.1,25641.1,25635.78303593529,25636.088853797097,25638.49934092757,25641.36708163474,18.58,True,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:11:00-05:00,25641.2,25643.1,25638.4,25639.1,25636.03140357638,25636.566479359313,25639.219040387805,25641.061387756494,18.58,True,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 20:12:00-05:00,25639.2,25643.1,25635.3,25640.7,25636.275440727582,25636.991367764826,25639.650420725047,25640.565925171,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:13:00-05:00,25641.2,25644.2,25638.1,25640.2,25636.515953735405,25637.374134660462,25639.919619199653,25640.685616780665,18.58,True,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:14:00-05:00,25640.3,25646.8,25638.2,25644.2,25636.767137866605,25637.752220090904,25640.203923587367,25641.248744520446,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:15:00-05:00,25644.6,25647.3,25639.6,25643.7,25637.040607967923,25638.153272801654,25640.594755837887,25642.09916301363,18.58,True,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 20:16:00-05:00,25646.1,25659.1,25643.9,25651.8,25637.374266647184,25638.65810483248,25641.342469091993,25644.80777534242,18.58,True,False,True,False,4,0,True,False,False,False,False,False
2025-11-10 20:17:00-05:00,25652.1,25659.1,25650.6,25655.7,25637.81343125305,25639.3553747514,25642.659695969298,25647.996850228275,18.58,True,False,True,False,5,0,True,False,True,False,False,False
2025-11-10 20:18:00-05:00,25654.7,25659.6,25652.8,25655.6,25638.363174385853,25640.23970147332,25644.385169420588,25650.55623348552,18.58,True,False,True,False,6,0,True,False,True,False,False,False
2025-11-10 20:19:00-05:00,25655.8,25661.9,25655.7,25658.7,25639.015788712095,25641.28028203833,25646.325276411066,25653.04582232368,18.58,True,False,True,False,7,0,True,False,True,False,False,False
2025-11-10 20:20:00-05:00,25658.3,25663.2,25658.2,25659.2,25639.766266226576,25642.45631610538,25648.38101897271,25655.272214882454,18.58,True,False,True,False,8,0,True,False,True,False,False,False
2025-11-10 20:21:00-05:00,25658.7,25662.8,25654.8,25656.1,25640.586380202774,25643.700335187707,25650.32204749016,25656.21480992164,18.58,True,False,False,True,0,2,False,False,True,False,True,False
2025-11-10 20:22:00-05:00,25655.8,25659.4,25648.9,25649.3,25641.415360055962,25644.882673271783,25651.765324701773,25655.25987328109,18.58,True,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 20:23:00-05:00,25651.3,25655.9,25647.9,25655.9,25642.210671076293,25645.925450814502,25652.60412184739,25654.42324885406,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:24:00-05:00,25656.2,25657.4,25648.6,25651.8,25642.970800744733,25646.84504878984,25653.07224957444,25654.11549923604,18.58,True,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:25:00-05:00,25651.3,25658.6,25649.1,25657.2,25643.701637122274,25647.67043426144,25653.36884777352,25654.09366615736,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:26:00-05:00,25657.1,25660.4,25652.7,25656.4,25644.418960757666,25648.44748464075,25653.688491526664,25654.945777438243,18.58,True,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 20:27:00-05:00,25656.3,25656.4,25649.4,25649.8,25645.110939483708,25649.157566291567,25653.946258054475,25654.288851625493,18.58,True,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:28:00-05:00,25649.7,25658.4,25649.4,25654.1,25645.752900162686,25649.755906428538,25653.98987362851,25653.825901083663,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:29:00-05:00,25653.8,25655.8,25651.1,25654.9,25646.35294794466,25650.27148073891,25653.961302866344,25653.85060072244,18.58,True,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 20:30:00-05:00,25655.7,25655.9,25649.7,25652.7,25646.91613493075,25650.72289806815,25653.9244691073,25653.733733814955,18.58,True,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:31:00-05:00,25653.6,25654.7,25649.9,25652.2,25647.435870045112,25651.10139466011,25653.830876733384,25653.355822543304,18.58,True,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 20:32:00-05:00,25652.1,25655.3,25649.8,25649.8,25647.904794919654,25651.396969257166,25653.641614447337,25652.820548362204,18.58,True,False,False,True,0,4,False,False,False,False,False,False
2025-11-10 20:33:00-05:00,25651.8,25658.3,25650.2,25655.2,25648.335221485922,25651.64211246535,25653.47496033766,25653.172032241466,18.58,True,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:34:00-05:00,25655.1,25658.6,25652.3,25656.3,25648.752220507547,25651.89280526691,25653.49803475116,25653.973021494312,18.58,True,False,True,False,3,0,False,False,False,False,False,False
2025-11-10 20:35:00-05:00,25656.4,25656.7,25650.4,25653.7,25649.15615084402,25652.146493252596,25653.63313682932,25654.082014329542,18.58,True,False,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:36:00-05:00,25653.9,25656.1,25648.9,25651.7,25649.527980878174,25652.359715403036,25653.687778970016,25653.604676219693,18.58,True,False,False,True,0,3,False,False,False,False,False,False
2025-11-10 20:37:00-05:00,25651.4,25654.7,25645.4,25648.1,25649.844357484373,25652.48429220773,25653.50843647057,25652.36978414646,18.58,True,False,False,True,0,4,False,False,False,False,False,False
2025-11-10 20:38:00-05:00,25647.9,25648.9,25628.7,25636.3,25650.041998842677,25652.391397442847,25652.703194917907,25648.396522764306,18.58,True,False,False,True,0,5,False,False,False,False,False,False
2025-11-10 20:39:00-05:00,25636.1,25643.1,25632.4,25640.8,25650.074221507293,25651.99985888931,25651.14503338594,25644.96434850954,18.58,False,False,False,True,0,6,False,False,False,False,False,False
2025-11-10 20:40:00-05:00,25638.9,25640.1,25628.4,25636.6,25649.948492590876,25651.35062381237,25649.149580027963,25641.976232339697,18.58,False,False,False,True,0,7,False,False,False,False,False,False
2025-11-10 20:41:00-05:00,25636.7,25641.4,25632.9,25636.8,25649.691772410733,25650.520133011792,25647.055188495462,25640.3008215598,18.58,False,False,False,True,0,8,False,False,False,False,False,False
2025-11-10 20:42:00-05:00,25636.7,25643.2,25627.4,25639.2,25649.337366533284,25649.589224479354,25645.11727227699,25639.07554770653,18.58,False,False,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:43:00-05:00,25638.6,25644.4,25633.3,25638.8,25648.919904074857,25648.63271873429,25643.50281158596,25638.975365137685,18.58,False,True,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:44:00-05:00,25638.6,25644.6,25635.7,25638.6,25648.473067297906,25647.71589119943,25642.308029057625,25639.108576758455,18.58,False,True,False,True,0,3,False,False,False,False,False,False
2025-11-10 20:45:00-05:00,25638.3,25644.9,25634.4,25638.7,25648.009778471598,25646.853733298987,25641.440448397407,25639.09738450564,18.58,False,True,False,True,0,4,False,True,False,False,False,False
2025-11-10 20:46:00-05:00,25637.7,25642.1,25635.8,25635.8,25647.52991181257,25646.03289259142,25640.74706328087,25638.681589670425,18.58,False,True,False,True,0,5,False,True,False,True,False,False
2025-11-10 20:47:00-05:00,25635.2,25638.8,25630.8,25633.8,25647.016705868507,25645.206869005255,25640.0113341677,25637.33772644695,18.58,False,True,False,True,0,6,False,True,False,True,False,False
2025-11-10 20:48:00-05:00,25634.1,25638.9,25630.7,25637.6,25646.46824409293,25644.36633000517,25639.20905065282,25636.6668176313,18.58,False,True,True,False,2,0,False,False,False,True,False,False
2025-11-10 20:49:00-05:00,25637.7,25643.2,25634.6,25640.3,25645.92307521718,25643.589699546574,25638.62636557442,25637.42787842087,18.58,False,True,True,False,3,0,False,False,False,False,False,False
2025-11-10 20:50:00-05:00,25640.2,25643.9,25637.1,25642.7,25645.419701275016,25642.94786594753,25638.44679609494,25638.610252280578,18.58,False,True,True,False,4,0,False,False,False,False,False,False
2025-11-10 20:51:00-05:00,25642.8,25643.6,25638.1,25640.6,25644.968969799138,25642.44658966738,25638.585834415084,25639.498501520386,18.58,False,True,True,False,5,0,False,False,False,False,False,False
2025-11-10 20:52:00-05:00,25640.7,25642.9,25635.3,25637.3,25644.554206456643,25642.03373488488,25638.791246070068,25639.34900101359,18.58,False,True,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:53:00-05:00,25637.2,25644.3,25634.9,25642.7,25644.164186192083,25641.67533762911,25638.94822617141,25639.491000675727,18.58,False,True,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:54:00-05:00,25642.8,25643.7,25636.6,25637.1,25643.804212738676,25641.37693796739,25639.110174765126,25639.67733378382,18.58,False,True,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:55:00-05:00,25637.2,25643.4,25637.2,25639.6,25643.469878253523,25641.123299647763,25639.242517693918,25639.568222522546,18.58,False,True,True,False,2,0,False,False,False,False,False,False
2025-11-10 20:56:00-05:00,25640.1,25644.9,25638.9,25644.9,25643.172340151454,25640.934440488585,25639.44075996708,25640.445481681698,18.58,False,True,True,False,3,0,False,False,False,False,False,False
2025-11-10 20:57:00-05:00,25644.6,25644.8,25637.6,25642.3,25642.92484950969,25640.83321358425,25639.782841620574,25641.0719877878,18.58,False,True,True,False,4,0,False,False,False,False,False,False
2025-11-10 20:58:00-05:00,25642.2,25642.3,25634.4,25638.7,25642.703813110937,25640.762016848985,25640.04813201209,25640.514658525197,18.58,False,True,False,True,0,2,False,False,False,False,False,False
2025-11-10 20:59:00-05:00,25638.4,25639.2,25633.9,25638.8,25642.47880447611,25640.65497914753,25640.048215384,25639.534772350133,18.58,False,True,False,True,0,3,False,False,False,False,False,False
2025-11-10 21:00:00-05:00,25638.6,25639.8,25634.1,25635.9,25642.239881360234,25640.496590554598,25639.815777614996,25638.72318156676,18.58,False,True,False,True,0,4,False,True,False,False,False,False
2025-11-10 21:01:00-05:00,25636.2,25637.3,25627.1,25630.6,25641.964904962177,25640.24639201533,25639.281129444073,25636.74878771117,18.58,False,True,False,True,0,5,False,True,False,True,False,False
2025-11-10 21:02:00-05:00,25630.3,25631.4,25617.1,25620.4,25641.59293309635,25639.78453397932,25638.11232337539,25632.76585847411,18.58,False,True,False,True,0,6,False,True,False,True,False,False
2025-11-10 21:03:00-05:00,25620.2,25625.8,25618.3,25622.7,25641.08383252554,25639.046626121057,25636.249769680016,25629.09390564941,18.58,False,True,False,True,0,7,False,True,False,True,False,False
2025-11-10 21:04:00-05:00,25622.3,25628.2,25621.3,25622.3,25640.46405057047,25638.11507176063,25634.142051416675,25627.237603766273,18.58,False,True,False,True,0,8,False,True,False,True,False,False
2025-11-10 21:05:00-05:00,25622.4,25626.7,25619.6,25622.4,25639.769299405667,25637.081767869233,25632.135283632386,25625.750069177517,18.58,False,True,False,True,0,9,False,True,False,True,False,False
2025-11-10 21:06:00-05:00,25620.4,25624.7,25615.8,25622.2,25639.006947061123,25635.967688513116,25630.233661826485,25624.09171278501,18.58,False,True,False,True,0,10,False,True,False,True,False,False
2025-11-10 21:07:00-05:00,25622.4,25623.2,25618.6,25618.6,25638.18756901141,25634.798117309627,25628.459231484987,25622.96114185668,18.58,False,True,False,True,0,11,False,True,False,True,False,False
2025-11-10 21:08:00-05:00,25620.8,25621.1,25614.4,25615.6,25637.316035332085,25633.583399120507,25626.781124427238,25621.29909457112,18.58,False,True,False,True,0,12,False,True,False,True,False,False
