date,side,entry_time,entryTime,entry_price,exit_time,exitTime,exit_price,sl,tp,exit_reason,pnl_points,r_multiple,news1,news2,news3
2023-08-09,SHORT,2023-08-09 10:43:00-04:00,10:43,15192.56,2023-08-09 10:51:00-04:00,10:51,15165.97,15203.19,15165.97,TP,26.58697476,2.5,,,
2023-08-10,LONG,2023-08-10 09:50:00-04:00,9:50,15297.28,2023-08-10 09:55:00-04:00,9:55,15324.05,15286.57,15324.05,TP,26.7702369,2.5,cpi,,
2023-08-10,SHORT,2023-08-10 10:43:00-04:00,10:43,15292.08,2023-08-10 10:45:00-04:00,10:45,15265.32,15302.78,15265.32,TP,26.76113571,2.5,cpi,,
2023-08-11,LONG,2023-08-11 10:18:00-04:00,10:18,15068.18,2023-08-11 10:20:00-04:00,10:20,15094.55,15057.63,15094.55,TP,26.36931302,2.5,ppi,puom-cs,
2023-08-11,SHORT,2023-08-11 10:55:00-04:00,10:55,15036.1,2023-08-11 11:10:00-04:00,11:10,15009.78,15046.62,15009.78,TP,26.31316711,2.5,ppi,puom-cs,
2023-08-14,LONG,2023-08-14 09:47:00-04:00,9:47,15034.4,2023-08-14 09:48:00-04:00,9:48,15023.88,15023.88,15060.72,SL,-10.52408346,-1.0,,,
2023-08-15,SHORT,2023-08-15 09:47:00-04:00,9:47,15126.36,2023-08-15 09:49:00-04:00,9:49,15136.95,15136.95,15099.89,SL,-10.58845533,-1.0,,retail-sales,
2023-08-15,SHORT,2023-08-15 09:58:00-04:00,9:58,15123.72,2023-08-15 10:01:00-04:00,10:01,15097.25,15134.3,15097.25,TP,26.4665054,2.5,,retail-sales,
2023-08-15,SHORT,2023-08-15 10:33:00-04:00,10:33,15051.97,2023-08-15 10:39:00-04:00,10:39,15062.5,15062.5,15025.63,SL,-10.53637681,-1.0,,retail-sales,
2023-08-16,SHORT,2023-08-16 09:35:00-04:00,9:35,14995.11,2023-08-16 09:36:00-04:00,9:36,15005.6,15005.6,14968.87,SL,-10.49657504,-1.0,,,fomc-m
2023-08-16,LONG,2023-08-16 09:50:00-04:00,9:50,15050.28,2023-08-16 09:51:00-04:00,9:51,15039.75,15039.75,15076.62,SL,-10.53519701,-1.0,,,fomc-m
2023-08-16,SHORT,2023-08-16 10:03:00-04:00,10:03,15014.81,2023-08-16 10:05:00-04:00,10:05,15025.32,15025.32,14988.54,SL,-10.51036795,-1.0,,,fomc-m
2023-08-17,SHORT,2023-08-17 09:35:00-04:00,9:35,14907.72,2023-08-17 09:45:00-04:00,9:45,14881.63,14918.15,14881.63,TP,26.08850835,2.5,,,
2023-08-17,SHORT,2023-08-17 10:12:00-04:00,10:12,14850.3,2023-08-17 10:16:00-04:00,10:16,14860.69,14860.69,14824.31,SL,-10.39520813,-1.0,,,
2023-08-17,SHORT,2023-08-17 10:28:00-04:00,10:28,14830.39,2023-08-17 10:30:00-04:00,10:30,14840.77,14840.77,14804.44,SL,-10.38127376,-1.0,,,
2023-08-18,LONG,2023-08-18 09:52:00-04:00,9:52,14617.24,2023-08-18 09:53:00-04:00,9:53,14607.01,14607.01,14642.82,SL,-10.23207087,-1.0,,,
2023-08-18,LONG,2023-08-18 10:41:00-04:00,10:41,14630.55,2023-08-18 10:46:00-04:00,10:46,14620.31,14620.31,14656.16,SL,-10.24138621,-1.0,,,
2023-08-21,LONG,2023-08-21 09:41:00-04:00,9:41,14814.89,2023-08-21 09:45:00-04:00,9:45,14804.52,14804.52,14840.82,SL,-10.37042629,-1.0,,,
2023-08-21,SHORT,2023-08-21 10:30:00-04:00,10:30,14785.47,2023-08-21 10:35:00-04:00,10:35,14795.82,14795.82,14759.6,SL,-10.34982934,-1.0,,,
2023-08-21,SHORT,2023-08-21 10:57:00-04:00,10:57,14788.24,2023-08-21 11:02:00-04:00,11:02,14798.59,14798.59,14762.36,SL,-10.35176865,-1.0,,,
2023-08-22,SHORT,2023-08-22 09:43:00-04:00,9:43,14981.72,2023-08-22 09:44:00-04:00,9:44,14992.21,14992.21,14955.5,SL,-10.48720419,-1.0,,,
2023-08-22,SHORT,2023-08-22 10:36:00-04:00,10:36,14931.27,2023-08-22 10:37:00-04:00,10:37,14941.72,14941.72,14905.14,SL,-10.45188858,-1.0,,,
2023-08-23,LONG,2023-08-23 09:53:00-04:00,9:53,15012.77,2023-08-23 09:54:00-04:00,9:54,15002.26,15002.26,15039.04,SL,-10.50893798,-1.0,apmi9,epmi9,
2023-08-24,SHORT,2023-08-24 09:40:00-04:00,9:40,15197.41,2023-08-24 09:42:00-04:00,9:42,15170.82,15208.05,15170.82,TP,26.59547188,2.5,,,
2023-08-24,SHORT,2023-08-24 10:13:00-04:00,10:13,15111.56,2023-08-24 10:15:00-04:00,10:15,15085.11,15122.13,15085.11,TP,26.44522303,2.5,,,
2023-08-25,SHORT,2023-08-25 10:33:00-04:00,10:33,14842.01,2023-08-25 10:35:00-04:00,10:35,14852.4,14852.4,14816.04,SL,-10.38940605,-1.0,fed-chair-s,ruom-cs,
2023-08-28,SHORT,2023-08-28 09:54:00-04:00,9:54,14992.57,2023-08-28 09:55:00-04:00,9:55,15003.07,15003.07,14966.34,SL,-10.49480094,-1.0,,,
2023-08-28,LONG,2023-08-28 10:30:00-04:00,10:30,15047.77,2023-08-28 10:38:00-04:00,10:38,15037.23,15037.23,15074.1,SL,-10.53343703,-1.0,,,
2023-08-28,SHORT,2023-08-28 10:53:00-04:00,10:53,14984.15,2023-08-28 11:00:00-04:00,11:00,14994.64,14994.64,14957.93,SL,-10.48890813,-1.0,,,
2023-08-29,LONG,2023-08-29 09:37:00-04:00,9:37,15061.8,2023-08-29 09:38:00-04:00,9:38,15051.25,15051.25,15088.16,SL,-10.54325838,-1.0,cb-cc,,
2023-08-30,LONG,2023-08-30 09:59:00-04:00,9:59,15422.72,2023-08-30 10:10:00-04:00,10:10,15449.71,15411.92,15449.71,TP,26.98976128,2.5,,,
2023-08-31,LONG,2023-08-31 09:56:00-04:00,9:56,15504.07,2023-08-31 10:00:00-04:00,10:00,15531.2,15493.21,15531.2,TP,27.13211732,2.5,pce,,
2023-09-01,SHORT,2023-09-01 09:43:00-04:00,9:43,15521.29,2023-09-01 09:44:00-04:00,9:44,15532.16,15532.16,15494.13,SL,-10.86490317,-1.0,apmi1,ur,nfp
2023-09-01,SHORT,2023-09-01 10:44:00-04:00,10:44,15514.55,2023-09-01 10:48:00-04:00,10:48,15487.4,15525.41,15487.4,TP,27.15046475,2.5,apmi1,ur,nfp
2023-09-04,LONG,2023-09-04 09:30:00-04:00,9:30,15530.66,2023-09-04 10:31:00-04:00,10:31,15519.79,15519.79,15557.84,SL,-10.87146441,-1.0,bnk,,
2023-09-04,SHORT,2023-09-04 10:35:00-04:00,10:35,15518.27,2023-09-04 11:07:00-04:00,11:07,15491.11,15529.13,15491.11,TP,27.15696532,2.5,bnk,,
2023-09-05,LONG,2023-09-05 09:42:00-04:00,9:42,15464.67,2023-09-05 09:44:00-04:00,9:44,15453.85,15453.85,15491.74,SL,-10.82527234,-1.0,,,
2023-09-05,LONG,2023-09-05 10:26:00-04:00,10:26,15476.38,2023-09-05 10:27:00-04:00,10:27,15465.55,15465.55,15503.46,SL,-10.83346662,-1.0,,,
2023-09-05,LONG,2023-09-05 10:55:00-04:00,10:55,15498.91,2023-09-05 11:04:00-04:00,11:04,15526.03,15488.06,15526.03,TP,27.12309165,2.5,,,
2023-09-06,SHORT,2023-09-06 10:08:00-04:00,10:08,15389.58,2023-09-06 10:13:00-04:00,10:13,15362.65,15400.35,15362.65,TP,26.93175952,2.5,epmi1,,
2023-09-06,SHORT,2023-09-06 10:54:00-04:00,10:54,15370.36,2023-09-06 10:55:00-04:00,10:55,15381.12,15381.12,15343.46,SL,-10.75925257,-1.0,epmi1,,
2023-09-07,SHORT,2023-09-07 10:07:00-04:00,10:07,15158.47,2023-09-07 10:08:00-04:00,10:08,15169.08,15169.08,15131.94,SL,-10.61092681,-1.0,,,
2023-09-07,LONG,2023-09-07 10:48:00-04:00,10:48,15252.1,2023-09-07 10:50:00-04:00,10:50,15241.42,15241.42,15278.79,SL,-10.67646802,-1.0,,,
2023-09-08,LONG,2023-09-08 09:40:00-04:00,9:40,15327.72,2023-09-08 09:51:00-04:00,9:51,15354.54,15316.99,15354.54,TP,26.82350354,2.5,,,
2023-09-08,LONG,2023-09-08 10:16:00-04:00,10:16,15353.14,2023-09-08 10:33:00-04:00,10:33,15342.39,15342.39,15380.0,SL,-10.74719574,-1.0,,,
2023-09-08,SHORT,2023-09-08 10:44:00-04:00,10:44,15326.25,2023-09-08 10:58:00-04:00,10:58,15299.42,15336.97,15299.42,TP,26.82092992,2.5,,,
2023-09-11,SHORT,2023-09-11 09:44:00-04:00,9:44,15373.31,2023-09-11 09:46:00-04:00,9:46,15346.41,15384.07,15346.41,TP,26.90329538,2.5,,,
2023-09-11,LONG,2023-09-11 10:50:00-04:00,10:50,15364.49,2023-09-11 10:57:00-04:00,10:57,15353.73,15353.73,15391.37,SL,-10.75514061,-1.0,,,
2023-09-12,LONG,2023-09-12 09:43:00-04:00,9:43,15417.55,2023-09-12 09:49:00-04:00,9:49,15406.76,15406.76,15444.53,SL,-10.79228552,-1.0,,,
2023-09-12,SHORT,2023-09-12 10:32:00-04:00,10:32,15373.65,2023-09-12 10:33:00-04:00,10:33,15384.41,15384.41,15346.74,SL,-10.76155166,-1.0,,,
2023-09-13,SHORT,2023-09-13 10:10:00-04:00,10:10,15284.56,2023-09-13 10:15:00-04:00,10:15,15257.81,15295.26,15257.81,TP,26.74798109,2.5,cpi,,
2023-09-13,LONG,2023-09-13 10:43:00-04:00,10:43,15358.44,2023-09-13 10:45:00-04:00,10:45,15347.69,15347.69,15385.32,SL,-10.75091121,-1.0,cpi,,
2023-09-14,SHORT,2023-09-14 09:52:00-04:00,9:52,15381.74,2023-09-14 09:54:00-04:00,9:54,15354.82,15392.51,15354.82,TP,26.91804811,2.5,ppi,retail-sales,
2023-09-14,LONG,2023-09-14 10:35:00-04:00,10:35,15400.01,2023-09-14 10:40:00-04:00,10:40,15426.96,15389.23,15426.96,TP,26.95001565,2.5,ppi,retail-sales,
2023-09-15,SHORT,2023-09-15 09:37:00-04:00,9:37,15387.85,2023-09-15 09:40:00-04:00,9:40,15360.92,15398.62,15360.92,TP,26.92873106,2.5,puom-cs,,
2023-09-15,SHORT,2023-09-15 10:55:00-04:00,10:55,15254.65,2023-09-15 11:21:00-04:00,11:21,15227.95,15265.33,15227.95,TP,26.69563822,2.5,puom-cs,,
2023-09-18,LONG,2023-09-18 09:39:00-04:00,9:39,15225.77,2023-09-18 09:40:00-04:00,9:40,15215.11,15215.11,15252.42,SL,-10.65804106,-1.0,,,
2023-09-18,SHORT,2023-09-18 10:42:00-04:00,10:42,15187.19,2023-09-18 10:43:00-04:00,10:43,15197.82,15197.82,15160.61,SL,-10.63103057,-1.0,,,
2023-09-19,SHORT,2023-09-19 09:58:00-04:00,9:58,15133.46,2023-09-19 10:01:00-04:00,10:01,15106.98,15144.05,15106.98,TP,26.4835573,2.5,,,
2023-09-19,SHORT,2023-09-19 10:42:00-04:00,10:42,15079.04,2023-09-19 10:45:00-04:00,10:45,15089.59,15089.59,15052.65,SL,-10.5553267,-1.0,,,
2023-09-20,SHORT,2023-09-20 09:34:00-04:00,9:34,15204.98,2023-09-20 09:36:00-04:00,9:36,15215.63,15215.63,15178.37,SL,-10.64348766,-1.0,,,fomc-s
2023-09-20,SHORT,2023-09-20 10:18:00-04:00,10:18,15184.91,2023-09-20 10:34:00-04:00,10:34,15195.54,15195.54,15158.34,SL,-10.62943764,-1.0,,,fomc-s
2023-09-21,LONG,2023-09-21 09:33:00-04:00,9:33,14812.73,2023-09-21 09:34:00-04:00,9:34,14802.36,14802.36,14838.65,SL,-10.36890953,-1.0,,,
2023-09-21,SHORT,2023-09-21 09:57:00-04:00,9:57,14774.02,2023-09-21 10:06:00-04:00,10:06,14784.36,14784.36,14748.17,SL,-10.34181377,-1.0,,,
2023-09-21,LONG,2023-09-21 10:21:00-04:00,10:21,14817.41,2023-09-21 10:23:00-04:00,10:23,14807.04,14807.04,14843.34,SL,-10.37218699,-1.0,,,
2023-09-22,SHORT,2023-09-22 09:30:00-04:00,9:30,14768.65,2023-09-22 09:35:00-04:00,9:35,14742.8,14778.98,14742.8,TP,25.84513078,2.5,apmi9,epmi9,
2023-09-22,LONG,2023-09-22 10:08:00-04:00,10:08,14781.96,2023-09-22 10:09:00-04:00,10:09,14771.62,14771.62,14807.83,SL,-10.34737516,-1.0,apmi9,epmi9,
2023-09-22,LONG,2023-09-22 10:38:00-04:00,10:38,14825.15,2023-09-22 10:41:00-04:00,10:41,14814.77,14814.77,14851.09,SL,-10.37760168,-1.0,apmi9,epmi9,
2023-09-25,SHORT,2023-09-25 10:28:00-04:00,10:28,14665.19,2023-09-25 10:32:00-04:00,10:32,14675.46,14675.46,14639.53,SL,-10.26563326,-1.0,,,
2023-09-26,SHORT,2023-09-26 09:30:00-04:00,9:30,14659.05,2023-09-26 09:38:00-04:00,9:38,14669.31,14669.31,14633.39,SL,-10.2613327,-1.0,cb-cc,,
2023-09-26,SHORT,2023-09-26 09:55:00-04:00,9:55,14617.58,2023-09-26 10:05:00-04:00,10:05,14592.0,14627.81,14592.0,TP,25.58075922,2.5,cb-cc,,
2023-09-27,LONG,2023-09-27 09:48:00-04:00,9:48,14626.98,2023-09-27 09:49:00-04:00,9:49,14616.74,14616.74,14652.57,SL,-10.23888423,-1.0,,,
2023-09-27,SHORT,2023-09-27 10:08:00-04:00,10:08,14574.81,2023-09-27 10:14:00-04:00,10:14,14549.3,14585.01,14549.3,TP,25.50591779,2.5,,,
2023-09-27,SHORT,2023-09-27 10:59:00-04:00,10:59,14531.89,2023-09-27 11:01:00-04:00,11:01,14542.06,14542.06,14506.46,SL,-10.17232388,-1.0,,,
2023-09-28,LONG,2023-09-28 09:58:00-04:00,9:58,14576.53,2023-09-28 10:00:00-04:00,10:00,14602.04,14566.33,14602.04,TP,25.50892546,2.5,fed-chair-s,,
2023-09-28,SHORT,2023-09-28 10:34:00-04:00,10:34,14544.66,2023-09-28 10:35:00-04:00,10:35,14554.84,14554.84,14519.2,SL,-10.18125999,-1.0,fed-chair-s,,
2023-09-28,LONG,2023-09-28 10:52:00-04:00,10:52,14616.45,2023-09-28 11:06:00-04:00,11:06,14606.22,14606.22,14642.03,SL,-10.231514,-1.0,fed-chair-s,,
2023-09-29,LONG,2023-09-29 10:04:00-04:00,10:04,14890.98,2023-09-29 10:06:00-04:00,10:06,14880.56,14880.56,14917.04,SL,-10.42368611,-1.0,pce,ruom-cs,
2023-09-29,SHORT,2023-09-29 10:26:00-04:00,10:26,14834.45,2023-09-29 10:31:00-04:00,10:31,14844.84,14844.84,14808.49,SL,-10.38411795,-1.0,pce,ruom-cs,
2023-10-02,LONG,2023-10-02 09:30:00-04:00,9:30,14718.18,2023-10-02 09:31:00-04:00,9:31,14707.87,14707.87,14743.93,SL,-10.30272292,-1.0,fed-chair-s,apmi1,
2023-10-03,LONG,2023-10-03 09:37:00-04:00,9:37,14745.34,2023-10-03 09:49:00-04:00,9:49,14771.15,14735.02,14771.15,TP,25.80434684,2.5,,jolts,
2023-10-03,SHORT,2023-10-03 10:11:00-04:00,10:11,14682.58,2023-10-03 10:12:00-04:00,10:12,14692.85,14692.85,14656.88,SL,-10.27780382,-1.0,,jolts,
2023-10-03,SHORT,2023-10-03 10:50:00-04:00,10:50,14617.1,2023-10-03 11:00:00-04:00,11:00,14591.52,14627.33,14591.52,TP,25.57992998,2.5,,jolts,
2023-10-04,SHORT,2023-10-04 09:30:00-04:00,9:30,14610.45,2023-10-04 09:31:00-04:00,9:31,14620.68,14620.68,14584.88,SL,-10.22731389,-1.0,epmi1,,adp-nfp
2023-10-04,LONG,2023-10-04 09:40:00-04:00,9:40,14666.05,2023-10-04 09:43:00-04:00,9:43,14655.78,14655.78,14691.72,SL,-10.26623577,-1.0,epmi1,,adp-nfp
2023-10-04,LONG,2023-10-04 10:43:00-04:00,10:43,14680.67,2023-10-04 10:46:00-04:00,10:46,14670.4,14670.4,14706.36,SL,-10.27647025,-1.0,epmi1,,adp-nfp
2023-10-05,LONG,2023-10-05 09:30:00-04:00,9:30,14759.1,2023-10-05 09:32:00-04:00,9:32,14748.77,14748.77,14784.93,SL,-10.33137202,-1.0,,,
2023-10-05,SHORT,2023-10-05 09:55:00-04:00,9:55,14695.2,2023-10-05 09:56:00-04:00,9:56,14705.48,14705.48,14669.48,SL,-10.28663803,-1.0,,,
2023-10-05,SHORT,2023-10-05 10:43:00-04:00,10:43,14597.47,2023-10-05 10:54:00-04:00,10:54,14607.69,14607.69,14571.92,SL,-10.21822737,-1.0,,,
2023-10-06,SHORT,2023-10-06 10:09:00-04:00,10:09,14585.61,2023-10-06 10:10:00-04:00,10:10,14595.82,14595.82,14560.08,SL,-10.20992493,-1.0,,ur,nfp
2023-10-06,LONG,2023-10-06 10:35:00-04:00,10:35,14731.1,2023-10-06 10:43:00-04:00,10:43,14720.78,14720.78,14756.88,SL,-10.31176736,-1.0,,ur,nfp
2023-10-09,LONG,2023-10-09 10:27:00-04:00,10:27,14913.68,2023-10-09 10:28:00-04:00,10:28,14903.24,14903.24,14939.78,SL,-10.43957331,-1.0,bnk,,
2023-10-09,SHORT,2023-10-09 10:43:00-04:00,10:43,14872.13,2023-10-09 10:44:00-04:00,10:44,14882.54,14882.54,14846.1,SL,-10.41048965,-1.0,bnk,,
2023-10-10,LONG,2023-10-10 09:56:00-04:00,9:56,15080.14,2023-10-10 10:00:00-04:00,10:00,15106.53,15069.58,15106.53,TP,26.390245,2.5,,,
2023-10-11,LONG,2023-10-11 09:38:00-04:00,9:38,15232.74,2023-10-11 09:40:00-04:00,9:40,15222.08,15222.08,15259.4,SL,-10.66292024,-1.0,ppi,,fomc-m
2023-10-11,SHORT,2023-10-11 09:59:00-04:00,9:59,15194.61,2023-10-11 10:15:00-04:00,10:15,15168.02,15205.25,15168.02,TP,26.59057354,2.5,ppi,,fomc-m
2023-10-11,LONG,2023-10-11 10:57:00-04:00,10:57,15215.34,2023-10-11 11:12:00-04:00,11:12,15241.96,15204.69,15241.96,TP,26.62684031,2.5,ppi,,fomc-m
2023-10-12,LONG,2023-10-12 09:39:00-04:00,9:39,15266.89,2023-10-12 09:40:00-04:00,9:40,15256.2,15256.2,15293.61,SL,-10.68682372,-1.0,cpi,,
2023-10-12,LONG,2023-10-12 10:15:00-04:00,10:15,15313.85,2023-10-12 10:16:00-04:00,10:16,15303.13,15303.13,15340.65,SL,-10.71969386,-1.0,cpi,,
2023-10-13,SHORT,2023-10-13 10:15:00-04:00,10:15,15169.16,2023-10-13 10:24:00-04:00,10:24,15142.62,15179.78,15142.62,TP,26.54603296,2.5,puom-cs,,
2023-10-16,LONG,2023-10-16 09:38:00-04:00,9:38,15111.86,2023-10-16 09:42:00-04:00,9:42,15101.28,15101.28,15138.31,SL,-10.57830287,-1.0,,,
2023-10-16,LONG,2023-10-16 10:14:00-04:00,10:14,15127.49,2023-10-16 10:22:00-04:00,10:22,15153.97,15116.9,15153.97,TP,26.47311273,2.5,,,
2023-10-17,SHORT,2023-10-17 09:30:00-04:00,9:30,15018.4,2023-10-17 09:35:00-04:00,9:35,14992.11,15028.91,14992.11,TP,26.28219151,2.5,,retail-sales,
2023-10-17,LONG,2023-10-17 10:17:00-04:00,10:17,15039.89,2023-10-17 10:23:00-04:00,10:23,15066.21,15029.37,15066.21,TP,26.31981479,2.5,,retail-sales,
2023-10-18,LONG,2023-10-18 10:25:00-04:00,10:25,15089.69,2023-10-18 10:26:00-04:00,10:26,15079.13,15079.13,15116.1,SL,-10.56278422,-1.0,,,
2023-10-18,SHORT,2023-10-18 10:40:00-04:00,10:40,14998.06,2023-10-18 10:43:00-04:00,10:43,15008.56,15008.56,14971.81,SL,-10.49864036,-1.0,,,
2023-10-19,SHORT,2023-10-19 09:44:00-04:00,9:44,14927.7,2023-10-19 09:50:00-04:00,9:50,14938.15,14938.15,14901.58,SL,-10.44938972,-1.0,fed-chair-s,,
2023-10-19,LONG,2023-10-19 10:15:00-04:00,10:15,14978.15,2023-10-19 10:17:00-04:00,10:17,14967.67,14967.67,15004.36,SL,-10.48470496,-1.0,fed-chair-s,,
2023-10-19,SHORT,2023-10-19 10:34:00-04:00,10:34,14901.31,2023-10-19 10:35:00-04:00,10:35,14911.74,14911.74,14875.23,SL,-10.43091426,-1.0,fed-chair-s,,
2023-10-20,SHORT,2023-10-20 10:11:00-04:00,10:11,14716.35,2023-10-20 10:12:00-04:00,10:12,14690.6,14726.65,14690.6,TP,25.75361495,2.5,,,
2023-10-23,SHORT,2023-10-23 09:45:00-04:00,9:45,14436.62,2023-10-23 09:47:00-04:00,9:47,14446.72,14446.72,14411.35,SL,-10.10563165,-1.0,,,
2023-10-23,LONG,2023-10-23 10:00:00-04:00,10:00,14527.96,2023-10-23 10:02:00-04:00,10:02,14517.79,14517.79,14553.39,SL,-10.16957392,-1.0,,,
2023-10-24,LONG,2023-10-24 10:10:00-04:00,10:10,14720.37,2023-10-24 10:13:00-04:00,10:13,14710.07,14710.07,14746.13,SL,-10.30425909,-1.0,apmi9,epmi9,
2023-10-24,LONG,2023-10-24 10:31:00-04:00,10:31,14740.11,2023-10-24 10:38:00-04:00,10:38,14765.91,14729.8,14765.91,TP,25.79519826,2.5,apmi9,epmi9,
2023-10-25,SHORT,2023-10-25 09:30:00-04:00,9:30,14642.45,2023-10-25 09:31:00-04:00,9:31,14616.83,14652.7,14616.83,TP,25.62428649,2.5,fed-chair-s,,
2023-10-25,LONG,2023-10-25 10:50:00-04:00,10:50,14567.58,2023-10-25 10:51:00-04:00,10:51,14557.38,14557.38,14593.07,SL,-10.19730578,-1.0,fed-chair-s,,
2023-10-26,SHORT,2023-10-26 09:52:00-04:00,9:52,14272.45,2023-10-26 09:53:00-04:00,9:53,14247.47,14282.44,14247.47,TP,24.97678552,2.5,,,
2023-10-26,LONG,2023-10-26 10:54:00-04:00,10:54,14282.49,2023-10-26 10:55:00-04:00,10:55,14272.49,14272.49,14307.49,SL,-9.997743898,-1.0,,,
2023-10-27,SHORT,2023-10-27 10:45:00-04:00,10:45,14205.18,2023-10-27 10:47:00-04:00,10:47,14215.13,14215.13,14180.32,SL,-9.943628752,-1.0,pce,ruom-cs,
2023-10-30,LONG,2023-10-30 09:43:00-04:00,9:43,14337.8,2023-10-30 09:45:00-04:00,9:45,14362.89,14327.77,14362.89,TP,25.09115363,2.5,,,
2023-10-30,SHORT,2023-10-30 10:17:00-04:00,10:17,14317.84,2023-10-30 10:18:00-04:00,10:18,14292.79,14327.87,14292.79,TP,25.05622673,2.5,,,
2023-10-31,SHORT,2023-10-31 09:39:00-04:00,9:39,14267.3,2023-10-31 09:52:00-04:00,9:52,14242.33,14277.29,14242.33,TP,24.96777249,2.5,cb-cc,,
2023-10-31,LONG,2023-10-31 10:18:00-04:00,10:18,14313.56,2023-10-31 10:19:00-04:00,10:19,14303.54,14303.54,14338.61,SL,-10.01949225,-1.0,cb-cc,,
2023-10-31,LONG,2023-10-31 10:55:00-04:00,10:55,14334.33,2023-10-31 10:56:00-04:00,10:56,14324.29,14324.29,14359.41,SL,-10.03402992,-1.0,cb-cc,,
2023-11-01,LONG,2023-11-01 09:45:00-04:00,9:45,14475.94,2023-11-01 09:50:00-04:00,9:50,14501.27,14465.81,14501.27,TP,25.33289409,2.5,apmi1,jolts,fomc-s
2023-11-01,LONG,2023-11-01 10:28:00-04:00,10:28,14546.39,2023-11-01 10:50:00-04:00,10:50,14536.21,14536.21,14571.84,SL,-10.18247152,-1.0,apmi1,jolts,fomc-s
2023-11-02,SHORT,2023-11-02 10:06:00-04:00,10:06,14833.03,2023-11-02 10:08:00-04:00,10:08,14807.07,14843.41,14807.07,TP,25.95780356,2.5,,,
2023-11-02,LONG,2023-11-02 10:43:00-04:00,10:43,14860.22,2023-11-02 11:04:00-04:00,11:04,14886.23,14849.82,14886.23,TP,26.00538571,2.5,,,
2023-11-03,LONG,2023-11-03 09:34:00-04:00,9:34,14986.75,2023-11-03 09:35:00-04:00,9:35,14976.26,14976.26,15012.98,SL,-10.49072473,-1.0,epmi1,ur,nfp
2023-11-03,SHORT,2023-11-03 10:25:00-04:00,10:25,15016.65,2023-11-03 10:26:00-04:00,10:26,14990.37,15027.16,14990.37,TP,26.27913879,2.5,epmi1,ur,nfp
2023-11-06,SHORT,2023-11-06 09:30:00-05:00,9:30,15131.67,2023-11-06 09:31:00-05:00,9:31,15142.26,15142.26,15105.19,SL,-10.59216621,-1.0,,,
2023-11-06,SHORT,2023-11-06 10:15:00-05:00,10:15,15118.36,2023-11-06 10:16:00-05:00,10:16,15128.94,15128.94,15091.9,SL,-10.58285078,-1.0,,,
2023-11-06,LONG,2023-11-06 10:33:00-05:00,10:33,15136.15,2023-11-06 10:40:00-05:00,10:40,15162.64,15125.56,15162.64,TP,26.48826576,2.5,,,
2023-11-07,LONG,2023-11-07 10:00:00-05:00,10:00,15221.85,2023-11-07 10:07:00-05:00,10:07,15211.19,15211.19,15248.49,SL,-10.65529429,-1.0,,,
2023-11-07,LONG,2023-11-07 10:36:00-05:00,10:36,15274.02,2023-11-07 10:49:00-05:00,10:49,15300.75,15263.33,15300.75,TP,26.72954375,2.5,,,
2023-11-08,LONG,2023-11-08 09:56:00-05:00,9:56,15334.71,2023-11-08 09:58:00-05:00,9:58,15323.97,15323.97,15361.54,SL,-10.73429446,-1.0,fed-chair-s,,
2023-11-08,SHORT,2023-11-08 10:18:00-05:00,10:18,15292.46,2023-11-08 10:35:00-05:00,10:35,15265.7,15303.17,15265.7,TP,26.7618093,2.5,fed-chair-s,,
2023-11-09,SHORT,2023-11-09 09:40:00-05:00,9:40,15307.86,2023-11-09 09:52:00-05:00,9:52,15318.57,15318.57,15281.07,SL,-10.71550064,-1.0,fed-chair-s,,
2023-11-09,SHORT,2023-11-09 10:31:00-05:00,10:31,15295.13,2023-11-09 10:38:00-05:00,10:38,15305.84,15305.84,15268.37,SL,-10.70659332,-1.0,fed-chair-s,,
2023-11-09,LONG,2023-11-09 10:56:00-05:00,10:56,15314.59,2023-11-09 11:05:00-05:00,11:05,15341.39,15303.87,15341.39,TP,26.80053454,2.5,fed-chair-s,,
2023-11-10,LONG,2023-11-10 09:46:00-05:00,9:46,15299.72,2023-11-10 10:00:00-05:00,10:00,15289.01,15289.01,15326.5,SL,-10.70980497,-1.0,puom-cs,,
2023-11-10,LONG,2023-11-10 10:56:00-05:00,10:56,15289.76,2023-11-10 11:00:00-05:00,11:00,15316.52,15279.06,15316.52,TP,26.75707893,2.5,puom-cs,,
2023-11-13,SHORT,2023-11-13 09:41:00-05:00,9:41,15435.38,2023-11-13 09:54:00-05:00,9:54,15408.37,15446.18,15408.37,TP,27.01191517,2.5,,,
2023-11-13,LONG,2023-11-13 10:48:00-05:00,10:48,15471.2,2023-11-13 10:50:00-05:00,10:50,15460.37,15460.37,15498.27,SL,-10.82983943,-1.0,,,
2023-11-14,LONG,2023-11-14 09:42:00-05:00,9:42,15768.08,2023-11-14 09:45:00-05:00,9:45,15795.68,15757.04,15795.68,TP,27.59414168,2.5,cpi,,
2023-11-14,LONG,2023-11-14 10:35:00-05:00,10:35,15821.25,2023-11-14 10:56:00-05:00,10:56,15810.18,15810.18,15848.94,SL,-11.07487691,-1.0,cpi,,
2023-11-15,SHORT,2023-11-15 09:56:00-05:00,9:56,15846.81,2023-11-15 10:07:00-05:00,10:07,15857.9,15857.9,15819.07,SL,-11.09276359,-1.0,ppi,retail-sales,
