dt,time,aligned_long,aligned_short,close_above_smma,close_below_smma,long_ok,short_ok,consec_long,consec_short,armed_long,armed_long_prev,armed_short,armed_short_prev,touch_long,touch_short,in_entry_window,long_entry_signal,short_entry_signal,
2025-11-11 20:06:00-05:00,20:06,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:07:00-05:00,20:07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:08:00-05:00,20:08,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,4,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:09:00-05:00,20:09,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,5,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:10:00-05:00,20:10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,6,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:11:00-05:00,20:11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,7,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:12:00-05:00,20:12,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,8,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:13:00-05:00,20:13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,9,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:14:00-05:00,20:14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,10,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:15:00-05:00,20:15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,11,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:16:00-05:00,20:16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,12,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
2025-11-11 20:17:00-05:00,20:17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,13,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
